issued,week_ending,status,US_EQ,NASDAQ,GOLD,SILVER,WTI,UST2Y,thr,gross,realized_ret,resolved
2026-08-16 13:37,2026-08-07,RESOLVED,0.1887,0.0,0.0458,0.0,0.0,0.122,1.0,0.3565,0.000191,2026-08-16 13:38
