month,weekly,monthly,universe
2011-09,-0.028035454088237377,0.0,-0.014017727044118689
2011-10,0.007033894246079919,0.0,0.0035169471230399596
2011-11,-0.0030971040477199008,0.017377143496502,0.00714001972439105
2011-12,-0.006223631621585457,0.0147198091038141,0.0042480887411143215
2012-01,0.009580368852276866,0.0079825923818604,0.008781480617068634
2012-02,0.001934679045451082,0.0054344209569017,0.003684550001176391
2012-03,-0.005516491183206074,-0.0004045377328611,-0.0029605144580335868
2012-04,0.0001379488220261127,-0.0065145734007487,-0.0031883122893612936
2012-05,-0.005432877262949609,-0.0026527097452414,-0.004042793504095504
2012-06,0.002097056968988653,0.0054855381267567,0.0037912975478726764
2012-07,0.00127194780207196,0.0064230978540646,0.00384752282806828
2012-08,0.0039576598285142595,0.0056959635184723,0.00482681167349328
2012-09,0.004649880301812681,-0.0007759349323135,0.0019369726847495905
2012-10,-0.0034046734376014243,-0.0060243980470434,-0.0047145357423224125
2012-11,0.00040567162437077364,0.0039841951653268,0.002194933394848787
2012-12,-0.0030639728925270227,0.0081713293350863,0.002553678221279639
2013-01,0.00011348798383004066,0.0,5.674399191502033e-05
2013-02,-0.004580692556435562,0.0050941936507726,0.0002567505471685193
2013-03,0.001412013274223245,0.0025624987909699,0.0019872560325965728
2013-04,-0.007834407145814182,0.0,-0.003917203572907091
2013-05,-0.0040884291910811,-0.0025697629036979,-0.0033290960473895
2013-06,-0.011643132535444578,0.0158828384720793,0.0021198529683173605
2013-07,0.007510334711730682,0.0203751428918989,0.013942738801814791
2013-08,0.004832601017704663,0.0012049337835871,0.0030187674006458814
2013-09,-0.0033962832375855623,-0.0119771511796074,-0.007686717208596481
2013-10,0.00125835005869801,0.0,0.000629175029349005
2013-11,-0.006774634824629033,0.0,-0.0033873174123145167
2013-12,-0.0030046081716723627,0.0016130281339543,-0.0006957900188590314
2014-01,0.0021950272010538008,0.0020745973144276,0.0021348122577407
2014-02,0.00602874027594269,0.0176086235339643,0.011818681904953495
2014-03,-0.002281283066988271,-0.0098741906129941,-0.006077736839991185
2014-04,0.0006793099321824592,0.0027367427290184,0.0017080263306004295
2014-05,-0.0035244917864654113,0.0031172637352909,-0.0002036140255872556
2014-06,0.005025718954967839,0.0278787972162315,0.01645225808559967
2014-07,-0.0013617870382475195,-0.0081504993756653,-0.0047561432069564095
2014-08,-0.0008552558121236453,-0.0091719364293484,-0.005013596120736022
2014-09,-0.005588701938580742,-0.0102446234217461,-0.00791666268016342
2014-10,-0.0026238934408697734,0.0110774440320657,0.004226775295597963
2014-11,0.0005822149884946448,0.0,0.0002911074942473224
2014-12,0.0005225612960615411,-0.0025400750631611,-0.0010087568835497795
2015-01,0.007658306289666905,0.0053269433679456,0.006492624828806253
2015-02,-0.005381698004628843,-0.0002122754778599,-0.0027969867412443714
2015-03,-0.0005093254051535823,0.0014298145664162,0.00046024458063130883
2015-04,-0.0015874582534726178,0.0,-0.0007937291267363089
2015-05,0.0009775827322324737,-0.0011979506993569,-0.00011018398356221315
2015-06,-0.0015996596200802404,-0.0004906420742251,-0.0010451508471526702
2015-07,-0.005789317076433931,-0.0051830345631142,-0.005486175819774066
2015-08,0.0031462873932619484,-0.0093594199630368,-0.003106566284887426
2015-09,0.0013179997162675594,0.0,0.0006589998581337797
2015-10,-0.0003759825215070567,0.0055126159985381,0.0025683167385155215
2015-11,-0.007586855710843499,-0.0211467455222796,-0.014366800616561549
2015-12,0.0017886792753991632,-0.013191307057174,-0.005701313890887418
2016-01,0.0045359920873482285,0.0,0.0022679960436741142
2016-02,0.00835023341525809,0.0056389045331375,0.006994568974197795
2016-03,0.0002013614102358563,0.0094954887637839,0.004848425087009878
2016-04,0.005571480472746471,0.0337933801231529,0.019682430297949687
2016-05,-0.00588529230107071,0.0017757982135508,-0.0020547470437599553
2016-06,0.009129601704946477,0.0519830431045224,0.030556322404734437
2016-07,0.0020569584342016167,0.0114770950512162,0.006767026742708908
2016-08,-0.002515726130730145,-0.0169362177068858,-0.009725971918807972
2016-09,-9.252230131595596e-06,-0.0013597875505749,-0.0006845198903532478
2016-10,-0.0028179941352867166,-0.0067183303180809,-0.004768162226683808
2016-11,-0.008043965102303652,0.02635479262371,0.009155413760703173
2016-12,-0.002270186610744962,0.0,-0.001135093305372481
2017-01,0.0031633851514500932,0.0048164492422377,0.003989917196843896
2017-02,0.005897641246725538,0.0031683627264572,0.004533001986591369
2017-03,-0.0010164040826318166,-0.0006346067719556,-0.0008255054272937083
2017-04,0.0015993428563878531,0.0030551305254502,0.0023272366909190267
2017-05,0.0003289388275342642,0.0032262508610432,0.001777594844288732
2017-06,-0.002003076661628911,0.0016524307823779,-0.00017532293962550544
2017-07,0.002527835175473836,0.0091554389936745,0.005841637084574168
2017-08,0.001953966044778044,0.0111383515216951,0.006546158783236572
2017-09,-0.0009423856202727121,-0.0026742843657169,-0.0018083349929948062
2017-10,0.007485298073780289,0.0030835204874459,0.005284409280613094
2017-11,0.01062876824083192,0.0211459258606765,0.01588734705075421
2017-12,0.0014340850230927238,0.0249882263318874,0.013211155677490061
2018-01,0.08803207707577387,-0.0013741578761418,0.04332895959981604
2018-02,-0.03538427380137599,0.0045662006323472,-0.015409036584514393
2018-03,0.002579619631044583,-0.0036362694568905,-0.0005283249129229585
2018-04,0.019789019434740762,0.0036071343781913,0.01169807690646603
2018-05,0.0281232266299698,0.0039133959407586,0.0160183112853642
2018-06,0.0022479242848665315,0.0107123514518761,0.006480137868371315
2018-07,0.03356630226572688,0.009040865232269,0.021303583748997938
2018-08,0.03809022376069304,0.0203753135935294,0.02923276867711122
2018-09,-0.0031264403342844416,-0.0131333922492492,-0.00812991629176682
2018-10,-0.04936358870257296,-0.0087255895320016,-0.02904458911728728
2018-11,0.034951613388479075,-0.0114511076919687,0.011750252848255188
2018-12,-0.03867531879572095,0.0161463081409941,-0.011264505327363424
2019-01,0.07530625173275984,0.0043495084484426,0.039827880090601224
2019-02,0.04852234952003198,0.0035660614332488,0.02604420547664039
2019-03,-9.229558852763553e-05,0.0071198795997118,0.0035137920055920823
2019-04,0.008486052132788302,-0.0033810868517115,0.002552482640538401
2019-05,-0.03719218486583642,0.0024843153945584,-0.01735393473563901
2019-06,0.0026336283115089287,0.0,0.0013168141557544644
2019-07,0.037774933188950754,0.0134383734530806,0.02560665332101568
2019-08,0.007171417112288747,0.0425409883343833,0.024856202723336024
2019-09,0.0006146663575565814,-0.0199762771452804,-0.009680805393861909
2019-10,0.034153733982614565,0.0178697075591336,0.026011720770874082
2019-11,0.02881967301992794,-0.0129748865406168,0.00792239323965557
2019-12,0.033243262525112005,0.0134236057384954,0.023333434131803703
2020-01,0.018075087694161773,0.0,0.009037543847080887
2020-02,0.020102840861469407,0.0,0.010051420430734703
2020-03,-0.0011742288283900226,0.0,-0.0005871144141950113
2020-04,0.04107225750647081,0.0,0.020536128753235405
2020-05,0.021150179417374515,0.0525465889123409,0.03684838416485771
2020-06,0.005764021670267905,-0.0067668397352517,-0.0005014090324918976
2020-07,0.06971717981185965,0.0690122998903745,0.06936473985111707
2020-08,0.04075860416555499,0.0335875422213018,0.0371730731934284
2020-09,-0.03395912638170784,-0.0301411167477342,-0.03205012156472102
2020-10,-0.004752373403730026,-0.0015459039269636,-0.003149138665346813
2020-11,0.05236006020350592,0.0505243034293499,0.051442181816427915
2020-12,0.0379117436719969,0.0053277490115849,0.0216197463417909
2021-01,0.028746918037267255,0.0047279721292831,0.01673744508327518
2021-02,0.029300310950322928,0.001394444669968,0.015347377810145463
2021-03,0.025538467974459023,0.0246468135086554,0.02509264074155721
2021-04,0.07021907412735207,-0.0049234731637342,0.03264780048180893
2021-05,0.007550182224469015,0.0049445229857631,0.006247352605116057
2021-06,0.026975622184196135,0.0202093272221415,0.023592474703168817
2021-07,0.03136390518619425,0.0081207125494769,0.019742308867835574
2021-08,0.02782891589180103,0.0104104013449823,0.019119658618391665
2021-09,-0.017166331170484606,0.0144721669044487,-0.0013470821330179529
2021-10,0.055809887069737885,0.0169935006484537,0.03640169385909579
2021-11,0.02061230472751463,-0.0439738314954103,-0.011680763383947836
2021-12,0.027527652689048443,0.0277381142306259,0.027632883459837172
2022-01,-0.01074014577590754,0.0241315488627981,0.00669570154344528
2022-02,-0.002703392991729503,0.0324737841438233,0.014885195576046898
2022-03,0.010244852683844341,0.0,0.0051224263419221705
2022-04,-0.05153132583987452,0.0,-0.02576566291993726
2022-05,0.00022142263811897323,0.0,0.00011071131905948661
2022-06,-0.013126511377705374,0.0,-0.006563255688852687
2022-07,0.055296928261266975,0.0,0.027648464130633488
2022-08,-0.006518069004029181,0.0,-0.0032590345020145906
2022-09,-0.05647797949837052,-0.0004361607008272,-0.02845707009959886
2022-10,0.032767511889798095,-0.0056589312686248,0.013554290310586647
2022-11,0.07201045715335774,0.0189787204359802,0.04549458879466897
2022-12,-0.008924115176276226,0.00246783473247,-0.003228140221903113
2023-01,0.08715198784030576,0.0060105306784367,0.046581259259371226
2023-02,-0.013542659563237525,-0.0054477546263398,-0.009495207094788662
2023-03,0.09504997548117355,0.0077059825992815,0.05137797904022753
2023-04,0.012493710389722468,0.0,0.006246855194861234
2023-05,0.04667651046203147,0.0096088448917086,0.028142677676870037
2023-06,0.055479637203982524,0.0,0.027739818601991262
2023-07,0.03585856686007749,-0.0022500423517751,0.016804262254151194
2023-08,-0.034959924961321276,-0.0021655737979225,-0.01856274937962189
2023-09,-0.022428962619537196,0.0,-0.011214481309768598
2023-10,-0.04160531492704378,0.0251938778487383,-0.00820571853915274
2023-11,0.11822318692350309,0.0194077860975601,0.0688154865105316
2023-12,0.05433055755872784,0.0055735742926198,0.029952065925673822
2024-01,0.0240087482649487,0.0081546232961056,0.016081685780527148
2024-02,0.03280744236711519,0.0063292984193912,0.019568370393253195
2024-03,0.020126838416807624,-0.0022465509573649,0.008940143729721363
2024-04,-0.017262229830815268,0.0048012871432296,-0.006230471343792834
2024-05,0.03004336775167693,0.006873250160723,0.018458308956199966
2024-06,0.017559630851348595,0.0045377961443506,0.011048713497849598
2024-07,-0.013855077828711426,0.0070691194795048,-0.003392979174603313
2024-08,0.05467078979033202,0.0052223568034793,0.02994657329690566
2024-09,0.012964748940651027,0.0060861461588552,0.009525447549753114
2024-10,0.015679196734906364,0.0047509959854917,0.010215096360199032
2024-11,0.01960164231943895,0.0027316599762964,0.011166651147867674
2024-12,0.006698058380101735,0.0137278536518827,0.010212956015992217
2025-01,0.010947983608579737,0.0019792406257663,0.006463612117173018
2025-02,-0.02491649006410157,0.0,-0.012458245032050785
2025-03,-0.02224693756781826,-0.0110657474019725,-0.01665634248489538
2025-04,0.041132546404861525,0.0,0.020566273202430763
2025-05,0.09034114743839594,0.0075386339492524,0.04893989069382417
2025-06,0.05172914208291868,0.0068292371401664,0.02927918961154254
2025-07,0.033850074244824446,0.0042312033578101,0.019040638801317275
2025-08,0.016264952346272343,0.0175133147137283,0.016889133530000322
2025-09,0.049051827695920425,0.052815641213805,0.05093373445486271
2025-10,0.061589309401691716,0.009550786733854,0.03557004806777286
2025-11,0.01115480932535462,0.0033271492652491,0.00724097929530186
2025-12,0.010342187752659271,0.0037013601024191,0.0070217739275391855
2026-01,0.0017529346513796007,0.0,0.0008764673256898003
2026-02,-0.007454056244809659,-0.0069449942173281,-0.007199525231068879
2026-03,-0.05156781858540638,0.0090943634256293,-0.021236727579888537
2026-04,0.13994581079245982,0.0,0.06997290539622991
2026-05,0.08468381326137098,0.0,0.04234190663068549
2026-06,-0.035081899573206954,0.0,-0.017540949786603477
2026-07,0.019049657230493677,0.0,0.009524828615246839
2026-08,0.020741634618609117,0.0,0.010370817309304559
