date,n_data,n_fired_base,book_r_base,book_r_cells,n_fired_cells,eq_base,eq_cells
2006-01-01,5,1,-0.00032532278119696835,-0.00032532278119696835,1,1.7171500921934562,1.8304777352129997
2006-02-01,5,1,0.002677319547252566,0.002677319547252566,1,1.7217474517008522,1.835378509034296
2006-03-01,5,1,0.0013031984788288487,0.01669773308946505,2,1.723991230360836,1.866025169496291
2006-04-01,5,0,0.0,0.020857055161072946,1,1.723991230360836,1.9049449593884258
2006-05-01,5,1,-0.00571158363113462,-0.00571158363113462,1,1.7141445102692874,1.8940647069401704
2006-06-01,5,2,0.001032740125372511,0.014822920267599881,3,1.7159147760857294,1.9221402770728193
2006-07-01,5,2,0.010328322874710017,0.010328322874710017,2,1.7336372979186285,1.9419927624649118
2006-08-01,5,2,0.026557336954184718,0.026557336954184718,2,1.7796780877957958,1.9935669186202805
2006-09-01,5,2,-0.0016252022990254078,-0.0016252022990254078,2,1.776785750875985,1.9903269690808778
2006-10-01,5,3,0.02504270747307604,0.02504270747307604,3,1.8212812766775022,2.0401701451433443
2006-11-01,5,0,0.0,0.0,0,1.8212812766775022,2.0401701451433443
2006-12-01,5,1,0.0010928961748633893,0.0010928961748633893,1,1.823271748018133,2.0423998392910416
2007-01-01,5,1,0.0028985507246376495,0.0028985507246376495,1,1.8285565936645625,2.048319838825219
2007-02-01,5,1,-0.0052394795127353126,-0.0052394795127353126,1,1.81897590885418,2.037587708994165
2007-03-01,5,1,0.008058566402501865,0.008058566402501865,1,1.8336342470002327,2.054007744848016
2007-04-01,5,1,0.006490667103932646,0.006490667103932646,1,1.8455357564878814,2.067339625348724
2007-05-01,5,1,0.000403668753391484,0.000403668753391484,1,1.8462807416060423,2.068174145758125
2007-06-01,5,3,0.003849420050700392,0.003849420050700392,3,1.8533878517120026,2.0761354167831465
2007-07-01,5,3,-0.0023141547041217515,-0.0023141547041217515,3,1.8490988254964011,2.071330918242004
2007-08-01,5,3,0.0021200544896484708,0.0021200544896484708,3,1.8530190157631985,2.0757222526547707
2007-09-01,5,2,0.0425408511285331,0.0425408511285331,2,1.9318480218511216,2.1640252439891405
2007-10-01,5,1,0.007881132822539749,0.007881132822539749,1,1.9470731727042907,2.1810802143683476
2007-11-01,5,1,-0.0006070632039990587,-0.0006070632039990587,1,1.9458911762256481,2.1797561608252343
2007-12-01,5,1,0.017429915836830866,0.017429915836830866,1,1.9798078956548932,2.217749127253232
2008-01-01,5,1,0.01206534707281941,0.01206534707281941,1,2.003694965053478,2.2445070401939846
2008-02-01,5,1,0.016022886940686563,0.016022886940686563,1,2.0357999429421527,2.280470522736588
2008-03-01,5,1,-0.020091691408239944,-0.020091691408239944,1,1.9948972787196464,2.234652012728177
2008-04-01,5,1,-0.007701891280966744,-0.007701891280966744,1,1.9795327967622511,2.2174409658753507
2008-05-01,5,2,0.036430383461492875,0.036430383461492875,2,2.0516479356229014,2.298223190565413
2008-06-01,5,2,0.03178925804805388,0.03178925804805388,2,2.116868301272175,2.3712820006223185
2008-07-01,5,2,-0.02962418583201325,-0.02962418583201325,2,2.05415780133339,2.301034701975775
2008-08-01,5,0,0.0,0.0,0,2.05415780133339,2.301034701975775
2008-09-01,5,0,0.0,0.0,0,2.05415780133339,2.301034701975775
2008-10-01,5,1,-0.03526739767013003,-0.03526739767013003,1,1.9817130012765654,2.219883196088426
2008-11-01,5,0,0.0,0.0,0,1.9817130012765654,2.219883196088426
2008-12-01,5,1,0.04524063496959356,0.04524063496959356,1,2.071366955781816,2.320312121437797
2009-01-01,5,1,0.016484948665454892,0.016484948665454892,1,2.1055133337151988,2.3585623476475317
2009-02-01,5,1,0.010314268351199285,0.010314268351199285,1,2.1272301632561654,2.382889192624203
2009-03-01,5,1,-0.001302682557925472,-0.001302682557925472,1,2.1244590576257987,2.3797850444355024
2009-04-01,5,1,-0.007481690777377326,-0.007481690777377326,1,2.108564511887444,2.361980228616409
2009-05-01,5,0,0.0,0.0,0,2.108564511887444,2.361980228616409
2009-06-01,5,0,0.0,0.0,0,2.108564511887444,2.361980228616409
2009-07-01,5,0,0.0,0.0,0,2.108564511887444,2.361980228616409
2009-08-01,5,3,-0.003363425936175268,-0.003363425936175268,3,2.101472511320063,2.354035883054747
2009-09-01,5,2,0.013810016443828932,0.013810016443828932,2,2.1304938812576473,2.3865451573090963
2009-10-01,5,2,0.014608712119939415,0.014608712119939415,2,2.1616176530422324,2.4214095084734604
2009-11-01,5,2,-0.023561957139382493,-0.023561957139382493,2,2.110685710549519,2.3643563614179155
2009-12-01,5,2,0.01595441808953777,0.01595441808953777,2,2.144360472831239,2.402078291320635
2010-01-01,5,1,-0.00612684455045478,-0.00612684455045478,1,2.131222309554062,2.3873611310316916
2010-02-01,5,1,-0.0024500147062731293,-0.0024500147062731293,1,2.1260007835533172,2.381512061151479
2010-03-01,5,2,0.025209633900991558,0.025209633900991558,2,2.1795964849799176,2.4415491083439034
2010-04-01,5,2,-0.02230937605600678,-0.02230937605600678,2,2.1309710473461503,2.387079671126651
2010-05-01,5,1,-0.007412937976641265,-0.007412937976641265,1,2.115174291142155,2.3693843975792883
2010-06-01,5,1,-0.000657214591640809,-0.0036781158428614625,2,2.1137841677341527,2.360669527288723
2010-07-01,5,1,0.0013854417484719494,-0.0024112959597473393,2,2.1167126925673907,2.354977254395273
2010-08-01,5,1,0.0064012949746155455,0.0064012949746155455,1,2.1302623948890274,2.3700521584591674
2010-09-01,5,1,0.008822900327962336,0.008822900327962336,1,2.1490574876715396,2.3909628924253243
2010-10-01,5,1,0.004662080267672763,0.004662080267672763,1,2.159076566178907,2.402109753346838
2010-11-01,5,2,0.012608743234583919,0.012608743234583919,2,2.1862998082256637,2.432397338448078
2010-12-01,5,3,0.022774552611321976,0.022774552611321976,3,2.236091808232222,2.487794099604203
2011-01-01,5,3,-0.007369439598049854,-0.007369439598049854,3,2.2196130647157606,2.4694604512547853
2011-02-01,5,3,0.0306053812187387,0.0306053812187387,3,2.2875451687194794,2.545039229770037
2011-03-01,5,4,0.03976005133124334,0.03976005133124334,4,2.3784980820503034,2.6462301201857215
2011-04-01,5,2,0.011360463047730817,0.011360463047730817,2,2.405518921620535,2.676292519681884
2011-05-01,5,2,-0.038249381509014246,-0.038249381509014246,2,2.3135093106603186,2.5739259860668504
2011-06-01,5,2,-0.0019047074345573956,-0.0019047074345573956,2,2.3091027522763863,2.5690234101051885
2011-07-01,5,2,-0.0026666327124666767,-0.0026666327124666767,2,2.302945223340719,2.562172768240709
2011-08-01,5,0,0.0,0.0,0,2.302945223340719,2.562172768240709
2011-09-01,5,0,0.0,0.0,0,2.302945223340719,2.562172768240709
2011-10-01,5,0,0.0,0.0,0,2.302945223340719,2.562172768240709
2011-11-01,5,1,0.01737714349650208,0.01737714349650208,1,2.3429638329512947,2.6066960120972578
2011-12-01,5,2,0.014719809103814185,0.014719809103814185,2,2.377451813309478,2.6450660797870027
2012-01-01,5,1,0.007982592381860432,0.007982592381860432,1,2.3964300420426428,2.666180564125028
2012-02-01,5,1,0.00543442095690172,0.00543442095690172,1,2.409453251684868,2.680669711657593
2012-03-01,5,1,-0.00040453773286113214,-0.00040453773286113214,1,2.408478536928997,2.6795852796098893
2012-04-01,5,1,-0.0065145734007487025,-0.0065145734007487025,1,2.3927883267160452,2.662128924622305
2012-05-01,5,1,-0.002652709745241455,-0.002652709745241455,1,2.3864409538034654,2.65506706928087
2012-06-01,5,1,0.005485538126756717,0.005485538126756717,1,2.399531866642808,2.6696315409185067
2012-07-01,5,1,0.006423097854064652,0.006423097854064652,1,2.414944294626201,2.686778845540124
2012-08-01,5,1,0.005695963518472347,0.005695963518472347,1,2.4286997292275347,2.7020826398265236
2012-09-01,5,1,-0.0007759349323135601,-0.0007759349323135601,1,2.4268152162675265,2.6999859995162843
2012-10-01,5,1,-0.006024398047043444,-0.006024398047043444,1,2.412195115418109,2.6837202091337535
2012-11-01,5,1,0.0039841951653268644,0.0039841951653268644,1,2.4218057715347827,2.694412674216074
2012-12-01,5,1,0.008171329335086375,0.008171329335086375,1,2.4415951440796064,2.7164296075417242
2013-01-01,5,0,0.0,0.0,0,2.4415951440796064,2.7164296075417242
2013-02-01,5,1,0.005094193650772638,0.005094193650772638,1,2.4540331025603344,2.7302676260012344
2013-03-01,5,1,0.0025624987909699916,0.0025624987909699916,1,2.4603215594186456,2.7372639334918873
2013-04-01,5,0,0.0,0.0,0,2.4603215594186456,2.7372639334918873
2013-05-01,5,1,-0.002569762903697903,-0.002569762903697903,1,2.4539991163440833,2.7302298141779695
2013-06-01,5,2,0.01588283847207932,0.01588283847207932,2,2.492975587919602,2.773593613308213
2013-07-01,5,2,0.020375142891898967,0.020375142891898967,2,2.54377032174948,2.8301059795034265
2013-08-01,5,1,0.0012049337835871032,0.016613019214555845,2,2.546835396547842,2.8771225845201465
2013-09-01,5,1,-0.011977151179607426,-0.011977151179607426,1,2.516331563973813,2.8426628523630857
2013-10-01,5,0,0.0,0.0,0,2.516331563973813,2.8426628523630857
2013-11-01,5,0,0.0,0.0,0,2.516331563973813,2.8426628523630857
2013-12-01,5,1,0.001613028133954364,0.001613028133954364,1,2.52039047758086,2.847248147519294
2014-01-01,5,1,0.0020745973144276507,0.0020745973144276507,1,2.525619272896958,2.8531550408796464
2014-02-01,5,1,0.017608623533964352,0.017608623533964352,1,2.5700919518635255,2.9033951738785286
2014-03-01,5,1,-0.009874190612994127,-0.009874190612994127,1,2.544714374037903,2.874726496506805
