t,date,ret3,lab,scored,typ,n_type_train,base_dir,n_screened,n_survivors,max_r2,split_attempted,status,reason,primary,primary_dir,primary_J,chosen_r2,primary_thresh_z,primary_z_t,tier,leaf_n,leaf_raw,flipA,flipB,predA,predB,is_accA,is_accB,hitA,hitB,model3
1650,2008-07-01,-0.22947833901998682,-1,True,0,164.0,-1.0,70.0,1.0,0.28918806376814216,True,emitted,,Term_Spread_10Y_2Y:Z6_acc,<,0.5681818181818183,0.28918806376814216,-0.16470106863705078,0.3333470964616428,tier4,12.0,0.25,True,False,1.0,-1.0,0.75,0.25,0.0,1.0,
1651,2008-08-01,-0.31091636948192314,-1,True,0,165.0,-1.0,70.0,1.0,0.294581945454178,True,emitted,,Term_Spread_10Y_2Y:Z6_acc,<,0.5874125874125875,0.294581945454178,-0.15137346825020784,-0.7630813275317408,tier2,12.0,0.8333333333333334,False,False,-1.0,-1.0,0.8333333333333334,0.8333333333333334,1.0,1.0,
1652,2008-09-01,-0.2788857389375078,-1,True,0,166.0,-1.0,70.0,1.0,0.28322265383235123,True,emitted,,Term_Spread_10Y_2Y:Z6_acc,<,0.5844155844155843,0.28322265383235123,0.14983330569031217,-0.02562274652961585,tier2,15.0,0.8,False,False,-1.0,-1.0,0.8,0.8,1.0,1.0,
1653,2008-10-01,-0.10654417836498753,-1,True,0,164.0,-1.0,70.0,1.0,0.26094287504308195,True,emitted,,Term_Spread_10Y_2Y:Z6_acc,<,0.5696969696969698,0.26094287504308195,0.501616417613378,2.2170601746108485,tier4,8.0,0.125,True,True,1.0,1.0,0.875,0.875,0.0,0.0,
1654,2008-11-01,-0.08811605363290442,-1,True,0,165.0,-1.0,70.0,1.0,0.27356114171297014,True,emitted,,Term_Spread_10Y_2Y:Z6_acc,<,0.5397727272727273,0.27356114171297014,0.09828597288181183,0.5754115804385245,tier4,11.0,0.2727272727272727,True,False,1.0,-1.0,0.7272727272727273,0.2727272727272727,0.0,1.0,
1655,2008-12-01,-0.13723278180409315,-1,True,0,165.0,-1.0,70.0,1.0,0.26731914902608334,True,emitted,,Term_Spread_10Y_2Y:Z6_acc,<,0.5508021390374331,0.26731914902608334,0.12109257368758701,-4.090800800224121,tier2,17.0,0.8235294117647058,False,False,-1.0,-1.0,0.8235294117647058,0.8235294117647058,1.0,1.0,
1656,2009-01-01,-0.020136786894336844,-1,True,0,165.0,-1.0,70.0,0.0,0.18709653704494622,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1657,2009-02-01,0.12068601517578825,1,True,0,164.0,-1.0,70.0,0.0,0.15880565458904314,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1658,2009-03-01,0.22319812977956222,1,True,0,164.0,-1.0,70.0,0.0,0.15880565458904314,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1659,2009-04-01,0.10336614985556802,1,True,0,164.0,-1.0,70.0,0.0,0.1520869464621319,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1660,2009-05-01,0.118925987079044,1,True,12,122.0,1.0,60.0,2.0,0.41148575553257793,True,emitted,,WTI_Crude_Close:Z12,<,0.6363636363636362,0.41148575553257793,0.08493455813432053,-2.1356046540988163,tier2,11.0,0.6363636363636364,False,False,1.0,1.0,0.6363636363636364,0.6363636363636364,1.0,1.0,
1661,2009-06-01,0.12787759685569888,1,True,12,122.0,1.0,60.0,2.0,0.41148575553257793,True,emitted,,WTI_Crude_Close:Z12,<,0.6363636363636362,0.41148575553257793,0.08493455813432053,-1.8824032300179414,tier2,11.0,0.6363636363636364,False,False,1.0,1.0,0.6363636363636364,0.6363636363636364,1.0,1.0,
1662,2009-07-01,0.14088179350729835,1,True,21,4.0,,,,,,abstain,type-train<floor8,,,,,,,,,,,,,,,,,,
1663,2009-08-01,0.07758509700613025,1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1664,2009-09-01,0.06302235412378554,1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1665,2009-10-01,0.05237622464080305,1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1666,2009-11-01,0.0010017737829368656,1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1667,2009-12-01,0.03752769322214,1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1668,2010-01-01,0.06562950568717851,1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1669,2010-02-01,0.03296118109368673,1,True,23,11.0,1.0,5.0,1.0,0.41912891868788765,True,abstain,leaf<floor8,GS10_Rate:Z3,>,0.8333333333333335,0.41912891868788765,-0.48182887027791677,14.714983799346424,tier2,5.0,,,,,,,,,,
1670,2010-03-01,-0.0596241482574541,-1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1671,2010-04-01,-0.09815254067417234,-1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1672,2010-05-01,-0.033580431265888055,-1,True,14,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1673,2010-06-01,0.035740658691478355,1,True,14,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1674,2010-07-01,0.08499722170772372,1,True,14,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1675,2010-08-01,0.10265065116621308,1,True,14,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1676,2010-09-01,0.1064540852702125,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1677,2010-10-01,0.09477799211321458,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1678,2010-11-01,0.10195263952489375,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1679,2010-12-01,0.050711621950335406,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1680,2011-01-01,0.038117291169637246,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1681,2011-02-01,0.01301168705340916,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1682,2011-03-01,-0.013185229476653793,-1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1683,2011-04-01,-0.004746490826204819,-1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1684,2011-05-01,-0.11432328832632199,-1,True,16,29.0,1.0,10.0,0.0,0.07584750594407362,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1685,2011-06-01,-0.08809980657039196,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1686,2011-07-01,-0.08902119696043587,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1687,2011-08-01,0.03468290995604528,1,True,1,306.0,-1.0,67.0,1.0,0.2581606141124703,True,abstain,leaf<floor8,Platinum_Futures_Close:Z6_vel,<,0.675,0.2581606141124703,0.04212205606610248,0.3860547655041624,tier4,5.0,,,,,,,,,,
1688,2011-09-01,0.05915425767540117,1,True,1,307.0,-1.0,67.0,1.0,0.2581606141124703,True,abstain,leaf<floor8,Platinum_Futures_Close:Z6_vel,<,0.675,0.2581606141124703,0.042122056066102476,0.4749644058838191,tier4,5.0,,,,,,,,,,
1689,2011-10-01,0.07733470287105915,1,True,1,307.0,-1.0,67.0,1.0,0.2581606141124703,True,emitted,,Platinum_Futures_Close:Z6_vel,<,0.675,0.2581606141124703,0.042122056066102476,-1.9689900127424302,tier2,8.0,0.875,False,False,-1.0,-1.0,0.875,0.875,0.0,0.0,
1690,2011-11-01,0.10279512728102924,1,True,1,307.0,-1.0,68.0,1.0,0.26179715232259654,True,emitted,,Platinum_Futures_Close:Z6_vel,<,0.7083333333333335,0.26179715232259654,0.012372560326208391,-0.03529365282148549,tier2,8.0,0.875,False,False,-1.0,-1.0,0.875,0.875,0.0,0.0,
1691,2011-12-01,0.1173631888813822,1,True,4,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1692,2012-01-01,0.06600901136416071,1,True,4,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1693,2012-02-01,-0.008295809950535693,-1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1694,2012-03-01,-0.04733523365293257,-1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1695,2012-04-01,-0.01922203068312145,-1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1696,2012-05-01,0.04635904776816013,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1697,2012-06-01,0.09062471665608851,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1698,2012-07-01,0.05739163688243676,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1699,2012-08-01,-0.006370016744451257,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1700,2012-09-01,-0.014638843856950912,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1701,2012-10-01,0.029614277169604186,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1702,2012-11-01,0.08447411635628277,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1703,2012-12-01,0.09037538054827077,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1704,2013-01-01,0.06099702783031602,1,True,16,30.0,1.0,20.0,0.0,0.175253914155484,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1705,2013-02-01,0.08432794863486981,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1706,2013-03-01,0.04380879915916003,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1707,2013-04-01,0.0623798306487553,1,True,16,31.0,1.0,20.0,0.0,0.17051376345360228,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1708,2013-05-01,0.018446921650892678,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1709,2013-06-01,0.042254304193925174,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1710,2013-07-01,0.03077282642567769,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1711,2013-08-01,0.06793047081295023,1,True,16,31.0,1.0,20.0,0.0,0.14608091308976826,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1712,2013-09-01,0.07148657218893173,1,True,16,30.0,1.0,20.0,0.0,0.14608091308976826,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1713,2013-10-01,0.05949314837531894,1,True,16,30.0,1.0,20.0,0.0,0.14608091308976826,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1714,2013-11-01,0.018782870022539422,1,True,16,31.0,1.0,20.0,0.0,0.15766438068288158,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1715,2013-12-01,0.03083339786920969,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1716,2014-01-01,0.022992164007111793,1,True,16,33.0,1.0,20.0,0.0,0.15127413037652976,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1717,2014-02-01,0.04002663672786522,1,True,16,34.0,1.0,20.0,0.0,0.15267641435559476,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1718,2014-03-01,0.04484523911736926,1,True,16,34.0,1.0,20.0,0.0,0.15267641435559476,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1719,2014-04-01,0.05838241447008463,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1720,2014-05-01,0.037972875005953144,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1721,2014-06-01,0.0236969015299755,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1722,2014-07-01,-0.018159241802240045,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1723,2014-08-01,0.042334300265608915,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1724,2014-09-01,0.030623661092799015,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1725,2014-10-01,0.046926860995111674,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1726,2014-11-01,0.018404847963141346,1,True,16,37.0,1.0,20.0,0.0,0.15128786930613297,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1727,2014-12-01,0.012520262672384819,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1728,2015-01-01,0.03287676636196002,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1729,2015-02-01,0.01428296993564504,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1730,2015-03-01,0.009278890763898096,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1731,2015-04-01,-0.00034369838557246624,-1,True,16,38.0,1.0,20.0,0.0,0.15759753958630107,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1732,2015-05-01,-0.03412502249116933,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1733,2015-06-01,-0.07377732471454634,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1734,2015-07-01,-0.03310666908611648,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1735,2015-08-01,0.019976763225107552,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1736,2015-09-01,0.056402713419494876,1,True,1,315.0,-1.0,70.0,2.0,0.33713960709470425,True,emitted,,Platinum_Futures_Close:Z6,>,0.8,0.33713960709470425,-0.2636417358860402,-1.6139374727961855,tier4,8.0,0.0,True,True,1.0,1.0,1.0,1.0,1.0,1.0,
1737,2015-10-01,-0.05245430435448262,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1738,2015-11-01,-0.08468629543116946,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1739,2015-12-01,-0.015642039258451423,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1740,2016-01-01,0.08179922860419064,1,True,1,315.0,-1.0,70.0,2.0,0.36384091900063403,True,emitted,,Platinum_Futures_Close:Z6,>,0.8181818181818183,0.36384091900063403,-0.14035041740381618,-1.719622518495273,tier4,9.0,0.0,True,True,1.0,1.0,1.0,1.0,1.0,1.0,
1741,2016-02-01,0.08460843721447997,1,True,1,315.0,-1.0,70.0,2.0,0.36384091900063403,True,emitted,,Platinum_Futures_Close:Z6,>,0.8181818181818183,0.36384091900063403,-0.14035041740381618,-1.0837564439662053,tier4,9.0,0.0,True,True,1.0,1.0,1.0,1.0,1.0,1.0,
1742,2016-03-01,0.030633794109646617,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1743,2016-04-01,0.035345018645750015,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1744,2016-05-01,0.05102757134903513,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1745,2016-06-01,0.03541453723565069,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1746,2016-07-01,-0.0027362836800224333,-1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1747,2016-08-01,-0.002745341901011056,-1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1748,2016-09-01,0.04122000843494655,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1749,2016-10-01,0.06164198187604408,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1750,2016-11-01,0.07617587148208549,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1751,2016-12-01,0.05349790575217095,1,True,22,20.0,1.0,10.0,1.0,0.2507651528975627,True,emitted,,Industrial_Production:Z6,<,0.577777777777778,0.2507651528975627,-0.09029139103471885,-0.45162711225797475,tier2,8.0,0.875,False,False,1.0,1.0,0.875,0.875,1.0,1.0,
1752,2017-01-01,0.03700464151341465,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1753,2017-02-01,0.028086921812430443,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1754,2017-03-01,0.02837985144624411,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1755,2017-04-01,0.0401770009028064,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1756,2017-05-01,0.025411735237021782,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1757,2017-06-01,0.024178406649164597,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1758,2017-07-01,0.04192983171019926,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1759,2017-08-01,0.05593554323309813,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1760,2017-09-01,0.06879703470740206,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1761,2017-10-01,0.09104419241298412,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1762,2017-11-01,0.0430095503950092,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1763,2017-12-01,0.014423834795859403,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1764,2018-01-01,-0.04880995053408854,-1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1765,2018-02-01,-0.001356666518801175,-1,True,16,39.0,1.0,60.0,4.0,0.39832997086211464,True,emitted,,US_2Y_Treasury:Z6,<,0.7777777777777777,0.3033325296099022,0.21999719027121878,2.2824708490638965,tier4,9.0,0.4444444444444444,True,False,-1.0,1.0,0.5555555555555556,0.4444444444444444,1.0,0.0,
1766,2018-03-01,0.019084124805292424,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1767,2018-04-01,0.05276168870565967,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1768,2018-05-01,0.05786806540094558,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1769,2018-06-01,0.05342458293245245,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1770,2018-07-01,-0.00292807949485252,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1771,2018-08-01,-0.04709533840479807,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1772,2018-09-01,-0.11517835602274684,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1773,2018-10-01,-0.06392839961801644,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1774,2018-11-01,0.011614883796080333,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1775,2018-12-01,0.09218598455192395,1,True,1,318.0,-1.0,70.0,2.0,0.42393650967774504,True,emitted,,Platinum_Futures_Close:Z6,>,0.8461538461538463,0.42393650967774504,0.002588618845107176,-0.9924876900417431,tier4,11.0,0.0,True,True,1.0,1.0,1.0,1.0,1.0,1.0,
1776,2019-01-01,0.11368073053896821,1,True,1,318.0,-1.0,70.0,2.0,0.42393650967774504,True,emitted,,Platinum_Futures_Close:Z6,>,0.8461538461538463,0.42393650967774504,0.002588618845107176,-0.3268049502835794,tier4,11.0,0.0,True,True,1.0,1.0,1.0,1.0,1.0,1.0,
1777,2019-02-01,0.03624503604538876,1,True,4,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1778,2019-03-01,0.030738450345580315,1,True,4,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1779,2019-04-01,0.03179063158619733,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1780,2019-05-01,0.014988626515477943,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1781,2019-06-01,0.03182719355608832,1,True,16,40.0,1.0,69.0,5.0,0.40621640738757925,True,emitted,,US_2Y_Treasury:Z6,<,0.7777777777777777,0.3819977794862504,0.1156448716013273,-2.3288118638982906,tier2,14.0,1.0,False,False,1.0,1.0,1.0,1.0,1.0,1.0,
1782,2019-07-01,-0.00615251563842889,-1,True,16,40.0,1.0,69.0,5.0,0.40621640738757925,True,emitted,,US_2Y_Treasury:Z6,<,0.7777777777777777,0.3819977794862504,0.1156448716013273,-1.8959393169868997,tier2,14.0,1.0,False,False,1.0,1.0,1.0,1.0,0.0,0.0,
1783,2019-08-01,0.07158117278156073,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1784,2019-09-01,0.06525263064708886,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1785,2019-10-01,0.10092516892345738,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1786,2019-11-01,0.05552818484433253,1,True,16,42.0,1.0,69.0,5.0,0.3863092669783917,True,abstain,leaf<floor8,Platinum_Futures_Close:Z6,<,0.75,0.30583556287013586,0.35502041907341864,1.1656457010271648,tier4,6.0,,,,,,,,,,
1787,2019-12-01,-0.1650605073011101,-1,True,16,42.0,1.0,69.0,5.0,0.3863092669783917,True,abstain,leaf<floor8,Platinum_Futures_Close:Z6,<,0.75,0.30583556287013586,0.35502041907341864,1.2659587777686032,tier4,6.0,,,,,,,,,,
1788,2020-01-01,-0.1574727500153601,-1,True,16,42.0,1.0,69.0,5.0,0.3863092669783917,True,abstain,leaf<floor8,Platinum_Futures_Close:Z6,<,0.75,0.30583556287013586,0.35502041907341864,2.2603706701536463,tier4,6.0,,,,,,,,,,
1789,2020-02-01,-0.10914400877383557,-1,True,16,43.0,1.0,69.0,5.0,0.3000122171701693,True,abstain,leaf<floor8,Platinum_Futures_Close:Z6,<,0.6794871794871795,0.2361861005902821,0.29002985043204615,1.742333069877979,tier4,7.0,,,,,,,,,,
1790,2020-03-01,0.1705128782023666,1,True,0,101.0,-1.0,70.0,1.0,0.25145855906660186,True,emitted,,Gold_Close:Z3,<,0.43157894736842106,0.25145855906660186,-0.10449809978039111,0.6067969495031966,tier4,8.0,0.875,False,False,-1.0,-1.0,0.875,0.875,0.0,0.0,Dollar_Index:Z6_vel
1791,2020-04-01,0.16134969165136304,1,True,0,101.0,-1.0,70.0,1.0,0.25145855906660186,True,emitted,,Gold_Close:Z3,<,0.43157894736842106,0.25145855906660186,-0.10449809978039111,0.06900864700952655,tier4,8.0,0.875,False,False,-1.0,-1.0,0.875,0.875,0.0,0.0,Dollar_Index:Z6_vel
1792,2020-05-01,0.16169768959263475,1,True,0,101.0,-1.0,70.0,1.0,0.25145855906660186,True,emitted,,Gold_Close:Z3,<,0.43157894736842106,0.25145855906660186,-0.10449809978039111,0.4612326834979942,tier4,8.0,0.875,False,False,-1.0,-1.0,0.875,0.875,0.0,0.0,Dollar_Index:Z6_vel
1793,2020-06-01,0.08402069200015161,1,True,12,46.0,1.0,10.0,0.0,0.13562793858181046,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1794,2020-07-01,0.06580652721274127,1,True,12,46.0,1.0,10.0,0.0,0.13562793858181046,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1795,2020-08-01,0.0463726261974049,1,True,12,46.0,1.0,10.0,0.0,0.13562793858181046,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1796,2020-09-01,0.09799188820953786,1,True,24,25.0,-1.0,10.0,0.0,0.1668314462401414,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1797,2020-10-01,0.10970453896598364,1,True,24,25.0,-1.0,10.0,0.0,0.1668314462401414,True,abstain,gate-fail-r2,,,,,,,,,,,,,,,,,,
1798,2020-11-01,0.09423508361880173,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1799,2020-12-01,0.05823550960541879,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1800,2021-01-01,0.091579021707618,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1801,2021-02-01,0.0732386680930528,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1802,2021-03-01,0.08387177883524743,1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1803,2021-04-01,0.05373755107000178,1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1804,2021-05-01,0.06870614306010792,1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1805,2021-06-01,0.0488508431604493,1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1806,2021-07-01,0.02222746756684657,1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1807,2021-08-01,0.04786044596473493,1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1808,2021-09-01,0.05156386448837247,1,True,26,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1809,2021-10-01,0.025356597815997972,1,True,14,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1810,2021-11-01,-0.04957938082056046,-1,True,17,1.0,,,,,,abstain,type-train<floor8,,,,,,,,,,,,,,,,,,
1811,2021-12-01,-0.06064626593771083,-1,True,14,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1812,2022-01-01,-0.03990530444439644,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1813,2022-02-01,-0.08918445959832422,-1,True,4,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1814,2022-03-01,-0.11211314408751183,-1,True,1,322.0,1.0,70.0,2.0,0.438773146037137,True,emitted,,Platinum_Futures_Close:Z6,<,0.8666666666666667,0.438773146037137,-0.010376771275440805,0.18211998664072057,tier4,11.0,0.18181818181818182,True,True,-1.0,-1.0,0.8181818181818181,0.8181818181818181,1.0,1.0,
1815,2022-04-01,-0.10920842047541324,-1,True,1,322.0,1.0,70.0,2.0,0.438773146037137,True,emitted,,Platinum_Futures_Close:Z6,<,0.8666666666666667,0.438773146037137,-0.010376771275440805,-0.09243735980135394,tier2,13.0,1.0,False,False,1.0,1.0,1.0,1.0,0.0,0.0,
1816,2022-05-01,0.029255572028235033,1,True,1,322.0,1.0,70.0,2.0,0.438773146037137,True,emitted,,Platinum_Futures_Close:Z6,<,0.8666666666666667,0.438773146037137,-0.010376771275440805,-1.1123848803444376,tier2,13.0,1.0,False,False,1.0,1.0,1.0,1.0,1.0,1.0,
1817,2022-06-01,-0.012420326599968834,-1,True,1,322.0,1.0,70.0,2.0,0.4225526891078473,True,emitted,,Platinum_Futures_Close:Z6,<,0.8666666666666667,0.4225526891078473,-0.017109275551906788,0.2967227181659473,tier4,12.0,0.16666666666666666,True,True,-1.0,-1.0,0.8333333333333334,0.8333333333333334,1.0,1.0,
1818,2022-07-01,-0.04746712368531614,-1,True,1,323.0,1.0,70.0,2.0,0.39348036663445374,True,emitted,,Platinum_Futures_Close:Z6,<,0.8,0.39348036663445374,-0.1439401194829404,-0.8195388960551749,tier2,12.0,1.0,False,False,1.0,1.0,1.0,1.0,0.0,0.0,
