t,date,ret3,lab,scored,typ,n_type_train,base_dir,n_screened,n_survivors,max_r2,split_attempted,status,reason,primary,primary_dir,primary_J,chosen_r2,primary_thresh_z,primary_z_t,tier,leaf_n,leaf_raw,flipA,flipB,predA,predB,is_accA,is_accB,hitA,hitB,model3
1819,2022-08-01,-0.05797061857840402,-1,True,1,324.0,1.0,70.0,1.0,0.40895143038046905,True,emitted,,Platinum_Futures_Close:Z6,<,0.8125,0.40895143038046905,-0.10505309599496156,-1.0750625671415937,tier2,13.0,1.0,False,False,1.0,1.0,1.0,1.0,0.0,0.0,
1820,2022-09-01,0.01606548423403309,1,True,1,323.0,1.0,70.0,2.0,0.40542352822515254,True,emitted,,Platinum_Futures_Close:Z6,<,0.8125,0.40542352822515254,-0.1209845196138888,-1.9643621427644378,tier2,13.0,1.0,False,False,1.0,1.0,1.0,1.0,1.0,1.0,Dollar_Index:Z12
1821,2022-10-01,0.06296359094984272,1,True,1,323.0,-1.0,70.0,2.0,0.3424020062159348,True,emitted,,Platinum_Futures_Close:Z6,>,0.7355769230769231,0.3424020062159348,-0.0963121687774555,-0.7192095845276063,tier4,14.0,0.07142857142857142,True,True,1.0,1.0,0.9285714285714286,0.9285714285714286,1.0,1.0,
1822,2022-11-01,0.04140309870989545,1,True,1,324.0,-1.0,70.0,2.0,0.2745857380435885,True,emitted,,Platinum_Futures_Close:Z6,>,0.6696428571428572,0.2745857380435885,-0.0596613379732811,0.1321600235167175,tier2,15.0,0.8,False,False,-1.0,-1.0,0.8,0.8,0.0,0.0,
1823,2022-12-01,0.014359076656704994,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1824,2023-01-01,0.04060207392385573,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1825,2023-02-01,0.016297446809307337,1,True,4,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1826,2023-03-01,0.09494975749548673,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1827,2023-04-01,0.09380351643730411,1,True,16,46.0,1.0,70.0,4.0,0.37243575824330655,True,emitted,,Platinum_Futures_Close:Z6,<,0.7350427350427351,0.37243575824330655,0.03366837168379543,0.7343745176524137,tier4,10.0,0.2,True,False,-1.0,1.0,0.8,0.2,0.0,1.0,
1828,2023-05-01,0.07505367005675634,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1829,2023-06-01,0.014664367154903601,1,True,16,46.0,1.0,70.0,4.0,0.37243575824330655,True,emitted,,Platinum_Futures_Close:Z6,<,0.7350427350427351,0.37243575824330655,0.03366837168379543,-0.6692666858722863,tier2,12.0,0.9166666666666666,False,False,1.0,1.0,0.9166666666666666,0.9166666666666666,1.0,1.0,
1830,2023-07-01,-0.05294378743213146,-1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1831,2023-08-01,0.000606780199768675,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1832,2023-09-01,0.06258801409359505,1,True,16,48.0,1.0,70.0,2.0,0.3345129513220354,True,emitted,,Platinum_Futures_Close:Z6,<,0.6888888888888889,0.3345129513220354,0.04602422510719797,-0.12395482861566538,tier2,13.0,0.9230769230769231,False,False,1.0,1.0,0.9230769230769231,0.9230769230769231,1.0,1.0,
1833,2023-10-01,0.12793668611644549,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1834,2023-11-01,0.12374222646492639,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1835,2023-12-01,0.10363194513443474,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1836,2024-01-01,0.061649214277448516,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1837,2024-02-01,0.04454622307054823,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1838,2024-03-01,0.047299989701333756,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1839,2024-04-01,0.08322981385436412,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1840,2024-05-01,0.04641425514309594,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1841,2024-06-01,0.03806364267193918,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1842,2024-07-01,0.045921778852566764,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1843,2024-08-01,0.08245413743648844,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1844,2024-09-01,0.0693168500196708,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1845,2024-10-01,0.03231795706354479,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1846,2024-11-01,0.018343261523434684,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1847,2024-12-01,-0.05438865591422748,-1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1848,2025-01-01,-0.10201826318537022,-1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1849,2025-02-01,-0.037718524381943674,-1,True,16,49.0,1.0,70.0,2.0,0.33082234751901246,True,emitted,,Platinum_Futures_Close:Z6,<,0.7013888888888888,0.33082234751901246,0.04358671360928983,0.1394183602034679,tier4,11.0,0.2727272727272727,True,False,-1.0,1.0,0.7272727272727273,0.2727272727272727,1.0,0.0,
1850,2025-03-01,0.06086720293343961,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1851,2025-04-01,0.1726423704153459,1,True,1,326.0,1.0,70.0,1.0,0.28857001931285836,True,emitted,,Platinum_Futures_Close:Z6,<,0.6804511278195489,0.28857001931285836,0.23843254194161195,-0.04319696246324092,tier2,20.0,0.85,False,False,1.0,1.0,0.85,0.85,1.0,1.0,
1852,2025-05-01,0.1029148652859575,1,True,4,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1853,2025-06-01,0.09188574651056491,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1854,2025-07-01,0.06975203427446952,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1855,2025-08-01,0.05179261652115952,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1856,2025-09-01,0.040857627685483955,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1857,2025-10-01,0.02871720804561595,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1858,2025-11-01,0.02268552409677982,1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1859,2025-12-01,-0.028980829752368154,-1,True,25,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1860,2026-01-01,0.004024408720181283,1,True,16,49.0,1.0,70.0,2.0,0.3171586470002883,True,emitted,,Platinum_Futures_Close:Z6,<,0.7124999999999999,0.3171586470002883,0.034917685444070486,6.496029054297136,tier4,12.0,0.25,True,False,-1.0,1.0,0.75,0.25,0.0,1.0,
1861,2026-02-01,0.07524800672105214,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1862,2026-03-01,0.11956171607466914,1,True,13,,,,,,,pulled,pulled-type,,,,,,,,,,,,,,,,,,
1863,2026-04-01,0.07536738504756268,1,True,-1,,,,,,,abstain,anchor-leg-missing,,,,,,,,,,,,,,,,,,
1864,2026-05-01,0.02535543935175366,1,True,-1,,,,,,,abstain,anchor-leg-missing,,,,,,,,,,,,,,,,,,
1865,2026-06-01,,0,False,-1,,,,,,,abstain,anchor-leg-missing,,,,,,,,,,,,,,,,,,
1866,2026-07-01,,0,False,-1,,,,,,,abstain,anchor-leg-missing,,,,,,,,,,,,,,,,,,
1867,2026-08-01,,0,False,-1,,,,,,,abstain,anchor-leg-missing,,,,,,,,,,,,,,,,,,
