date,n_fired_base,book_r_base,pp,book_r_base_ppfb
2000-10-01,0,0.0,-0.013035366631134773,-0.013035366631134773
2000-11-01,0,0.0,-0.007649957650820202,-0.007649957650820202
2000-12-01,0,0.0,0.00802563553151257,0.00802563553151257
2001-01-01,0,0.0,0.004524535934200258,0.004524535934200258
2001-02-01,0,0.0,-0.002093466040250503,-0.002093466040250503
2001-03-01,0,0.0,-0.019703769798580323,-0.019703769798580323
2001-04-01,0,0.0,-0.01113777697757053,-0.01113777697757053
2001-05-01,0,0.0,0.022527528833814984,0.022527528833814984
2001-06-01,0,0.0,-0.00021231078167270687,-0.00021231078167270687
2001-07-01,0,0.0,-0.0014220526112110293,-0.0014220526112110293
2001-08-01,0,0.0,-4.6418845781052726e-05,-4.6418845781052726e-05
2001-09-01,0,0.0,-0.018044553367373983,-0.018044553367373983
2001-10-01,0,0.0,0.031278721678794794,0.031278721678794794
2001-11-01,0,0.0,0.0014377147219661647,0.0014377147219661647
2001-12-01,0,0.0,-0.006488264853176366,-0.006488264853176366
2002-01-01,1,-0.0058067644331865,0.0031854920439471895,-0.0058067644331865
2002-02-01,1,0.0192156963575717,0.0016802549257778146,0.0192156963575717
2002-03-01,1,0.0402504461284918,0.01661530551663026,0.0402504461284918
2002-04-01,1,-0.0008935281943899,-0.0018576817304125496,-0.0008935281943899
2002-05-01,1,-0.0121914672753824,-4.3230999494323844e-05,-0.0121914672753824
2002-06-01,0,0.0,0.00511651665344043,0.00511651665344043
2002-07-01,1,-0.0063694267515923,-0.030015032756433857,-0.0063694267515923
2002-08-01,1,0.0061842065108449,0.0035672169921212114,0.0061842065108449
2002-09-01,1,0.0047862157919998,0.00444422883422586,0.0047862157919998
2002-10-01,1,-0.0013088227756046,0.001971272335614054,-0.0013088227756046
2002-11-01,1,-0.0007528116282315,0.013463479236557977,-0.0007528116282315
2002-12-01,0,0.0,-0.002396621766065445,-0.002396621766065445
2003-01-01,1,-0.0131295767101268,0.02220733813811442,-0.0131295767101268
2003-02-01,0,0.0,0.005504679830245193,0.005504679830245193
2003-03-01,1,0.0102524125060534,-0.00884164340585452,0.0102524125060534
2003-04-01,1,0.0103210004157163,0.00023575912254360172,0.0103210004157163
2003-05-01,2,0.025092652175674,0.027540598482078946,0.025092652175674
2003-06-01,1,0.0009190283400809,0.03711373188625919,0.0009190283400809
2003-07-01,1,-0.0006065246740685,-0.020784313006261903,-0.0006065246740685
2003-08-01,2,-0.0119058131827045,-0.012787112315521317,-0.0119058131827045
2003-09-01,2,0.0036484193936426,0.031831889115607664,0.0036484193936426
2003-10-01,2,-0.0011837627550152,0.01287037972200898,-0.0011837627550152
2003-11-01,1,0.0058557957900752,-0.0011563405579553061,0.0058557957900752
2003-12-01,3,0.0459549076541197,0.026055943150744783,0.0459549076541197
2004-01-01,2,-0.0101968924004014,0.028946618690134977,-0.0101968924004014
2004-02-01,2,-0.0036909743193394,-0.01028569883383511,-0.0036909743193394
2004-03-01,1,-0.0142749816535315,0.002144946908410226,-0.0142749816535315
2004-04-01,2,0.0175975202542971,0.010644646456049454,0.0175975202542971
2004-05-01,2,0.0270022181088201,-0.036796673650425875,0.0270022181088201
2004-06-01,2,-0.0217131925876736,0.012706024522354073,-0.0217131925876736
2004-07-01,0,0.0,0.0007479364062291472,0.0007479364062291472
2004-08-01,0,0.0,-0.0009479066252880005,-0.0009479066252880005
2004-09-01,1,-8.052538339029525e-05,0.02170335023705577,-8.052538339029525e-05
2004-10-01,1,0.009260568738196,0.008263726339015075,0.009260568738196
2004-11-01,2,0.0176761318315188,0.015699094589591716,0.0176761318315188
2004-12-01,2,-0.0141139900806231,0.0226264147893986,-0.0141139900806231
2005-01-01,2,-0.0006011223462947,-0.016088320934112287,-0.0006011223462947
2005-02-01,1,0.0057509536380827,0.0016381804004648969,0.0057509536380827
2005-03-01,2,-0.008334011648501,0.0010883881170859516,-0.008334011648501
2005-04-01,1,0.0023788463024827,-0.005732097893959643,0.0023788463024827
2005-05-01,1,0.0040686424279458,0.010574233597231667,0.0040686424279458
2005-06-01,2,-0.0026943134571254,0.001087037683536482,-0.0026943134571254
2005-07-01,1,0.0003321769865165,0.009631470527998566,0.0003321769865165
2005-08-01,1,0.0002695483839349,0.0028278709646247795,0.0002695483839349
2005-09-01,1,-0.0055403288958496,0.009186010715382885,-0.0055403288958496
2005-10-01,1,0.0076193832007785,0.0030436741357101997,0.0076193832007785
2005-11-01,2,0.0230420392733818,0.005787917114242388,0.0230420392733818
2005-12-01,1,0.0026401071255952,0.032000465758394034,0.0026401071255952
2006-01-01,1,-0.0003253227811969,0.020144574059745943,-0.0003253227811969
2006-02-01,1,0.0026773195472525,0.016711490633576864,0.0026773195472525
2006-03-01,1,0.0013031984788288,-0.0003042239243326953,0.0013031984788288
2006-04-01,0,0.0,0.009757192159788245,0.009757192159788245
2006-05-01,1,-0.0057115836311346,0.026244480928622145,-0.0057115836311346
2006-06-01,2,0.0010327401253725,-0.016404143447940767,0.0010327401253725
2006-07-01,2,0.01032832287471,0.0038430084900489816,0.01032832287471
2006-08-01,2,0.0265573369541847,0.019220820260054186,0.0265573369541847
2006-09-01,2,-0.0016252022990254,0.002747220149060107,-0.0016252022990254
2006-10-01,3,0.025042707473076,-0.00015233620711510684,0.025042707473076
2006-11-01,0,0.0,0.017189242310129155,0.017189242310129155
2006-12-01,1,0.0010928961748633,0.01923610177898109,0.0010928961748633
2007-01-01,1,0.0028985507246376,-0.0042323470220454245,0.0028985507246376
2007-02-01,1,-0.0052394795127353,0.015239765250517859,-0.0052394795127353
2007-03-01,1,0.0080585664025018,0.0005598712244855562,0.0080585664025018
2007-04-01,1,0.0064906671039326,0.010827456887090756,0.0064906671039326
2007-05-01,1,0.0004036687533914,0.01226390923198805,0.0004036687533914
2007-06-01,3,0.0038494200507003,-0.005525408160865593,0.0038494200507003
2007-07-01,3,-0.0023141547041217,-0.00026128948734315915,-0.0023141547041217
2007-08-01,3,0.0021200544896484,0.00045748191946336984,0.0021200544896484
2007-09-01,2,0.0425408511285331,0.019395409111380296,0.0425408511285331
2007-10-01,1,0.0078811328225397,0.03253869382459518,0.0078811328225397
2007-11-01,1,-0.000607063203999,0.011570108264030021,-0.000607063203999
2007-12-01,1,0.0174299158368308,0.004108170759005261,0.0174299158368308
2008-01-01,1,0.0120653470728194,0.008446092691935449,0.0120653470728194
2008-02-01,1,0.0160228869406865,0.01214989295646131,0.0160228869406865
2008-03-01,1,-0.0200916914082399,0.010539891110091768,-0.0200916914082399
2008-04-01,1,-0.0077018912809667,-0.007605566542120154,-0.0077018912809667
2008-05-01,2,0.0364303834614928,-0.0023911514741109855,0.0364303834614928
2008-06-01,2,0.0317892580480538,0.00022738366724549817,0.0317892580480538
2008-07-01,2,-0.0296241858320132,0.001487183987918079,-0.0296241858320132
2008-08-01,0,0.0,0.0006038310067931384,0.0006038310067931384
2008-09-01,0,0.0,-0.007879783486751616,-0.007879783486751616
2008-10-01,1,-0.03526739767013,-0.0066119251444307645,-0.03526739767013
2008-11-01,0,0.0,-0.014705762776594963,-0.014705762776594963
2008-12-01,1,0.0452406349695935,0.009635546530301088,0.0452406349695935
2009-01-01,1,0.0164849486654548,0.00728716093129464,0.0164849486654548
2009-02-01,1,0.0103142683511992,-0.0038249481192761995,0.0103142683511992
2009-03-01,1,-0.0013026825579254,-0.0009881755897708758,-0.0013026825579254
2009-04-01,1,-0.0074816907773773,0.006359109828747115,-0.0074816907773773
2009-05-01,0,0.0,-0.00010662412824370912,-0.00010662412824370912
2009-06-01,0,0.0,0.012296593800088783,0.012296593800088783
2009-07-01,0,0.0,-0.0014393842292331565,-0.0014393842292331565
2009-08-01,3,-0.0033634259361752,0.024070486476791424,-0.0033634259361752
2009-09-01,2,0.0138100164438289,0.012664159145153994,0.0138100164438289
2009-10-01,2,0.0146087121199394,0.018193770554786163,0.0146087121199394
2009-11-01,2,-0.0235619571393824,0.01879422348325761,-0.0235619571393824
2009-12-01,2,0.0159544180895377,0.03667746084195862,0.0159544180895377
2010-01-01,1,-0.0061268445504547,-0.01599911151842276,-0.0061268445504547
2010-02-01,1,-0.0024500147062731,-0.009059927089713555,-0.0024500147062731
2010-03-01,2,0.0252096339009915,0.017502087733518842,0.0252096339009915
2010-04-01,2,-0.0223093760560067,0.009900197236587008,-0.0223093760560067
2010-05-01,1,-0.0074129379766412,0.007065160949082833,-0.0074129379766412
2010-06-01,1,-0.0006572145916408,0.004737144317274819,-0.0006572145916408
2010-07-01,1,0.0013854417484719,-0.00013306147024348702,0.0013854417484719
2010-08-01,1,0.0064012949746155,0.0037879633836491516,0.0064012949746155
2010-09-01,1,0.0088229003279623,0.02288127404397096,0.0088229003279623
2010-10-01,1,0.0046620802676727,0.027798804444526936,0.0046620802676727
2010-11-01,2,0.0126087432345839,0.008519650467275144,0.0126087432345839
2010-12-01,3,0.0227745526113219,0.005883845709896561,0.0227745526113219
2011-01-01,3,-0.0073694395980498,0.013376995610191482,-0.0073694395980498
2011-02-01,3,0.0306053812187387,-0.010102631785864513,0.0306053812187387
2011-03-01,4,0.0397600513312433,0.017993971699822555,0.0397600513312433
2011-04-01,2,0.0113604630477308,0.00446561676064611,0.0113604630477308
2011-05-01,2,-0.0382493815090142,0.03026833782934648,-0.0382493815090142
2011-06-01,2,-0.0019047074345573,-0.007783439758340825,-0.0019047074345573
2011-07-01,2,-0.0026666327124666,-0.0017413009598634106,-0.0026666327124666
2011-08-01,0,0.0,0.011166709109416657,0.011166709109416657
2011-09-01,0,0.0,0.03638258034193664,0.03638258034193664
2011-10-01,0,0.0,-0.01911203280535569,-0.01911203280535569
2011-11-01,1,0.017377143496502,0.015514634031719944,0.017377143496502
2011-12-01,2,0.0147198091038141,0.00802263191869011,0.0147198091038141
2012-01-01,1,0.0079825923818604,-0.007394928889049829,0.0079825923818604
2012-02-01,1,0.0054344209569017,0.0334450641650792,0.0054344209569017
2012-03-01,1,-0.0004045377328611,-0.0004482582223365711,-0.0004045377328611
2012-04-01,1,-0.0065145734007487,-0.00398257773582972,-0.0065145734007487
2012-05-01,1,-0.0026527097452414,-0.005089585180363362,-0.0026527097452414
2012-06-01,1,0.0054855381267567,-0.005543518129152556,0.0054855381267567
2012-07-01,1,0.0064230978540646,0.005414428881608761,0.0064230978540646
2012-08-01,1,0.0056959635184723,0.006423361141571525,0.0056959635184723
2012-09-01,1,-0.0007759349323135,0.02061281013140674,-0.0007759349323135
2012-10-01,1,-0.0060243980470434,0.011764375566786464,-0.0060243980470434
2012-11-01,1,0.0039841951653268,-0.014476641466984935,0.0039841951653268
2012-12-01,1,0.0081713293350863,0.004774080869859419,0.0081713293350863
2013-01-01,0,0.0,0.0022326221215888714,0.0022326221215888714
2013-02-01,1,0.0050941936507726,0.001692405086788436,0.0050941936507726
2013-03-01,1,0.0025624987909699,-0.0073958119939973215,0.0025624987909699
2013-04-01,0,0.0,0.012070150014387547,0.012070150014387547
2013-05-01,1,-0.0025697629036979,-0.01598596976125937,-0.0025697629036979
2013-06-01,2,0.0158828384720793,-0.01609508217973748,0.0158828384720793
2013-07-01,2,0.0203751428918989,-0.024926573023641947,0.0203751428918989
2013-08-01,1,0.0012049337835871,0.008566969697785492,0.0012049337835871
2013-09-01,1,-0.0119771511796074,0.02101893856075117,-0.0119771511796074
2013-10-01,0,0.0,-0.013075098208587271,-0.013075098208587271
2013-11-01,0,0.0,0.01308254595049275,0.01308254595049275
2013-12-01,1,0.0016130281339543,-0.01686666793893921,0.0016130281339543
2014-01-01,1,0.0020745973144276,0.003978929409994867,0.0020745973144276
2014-02-01,1,0.0176086235339643,0.010073838577995268,0.0176086235339643
2014-03-01,1,-0.0098741906129941,0.02457031017666776,-0.0098741906129941
2014-04-01,1,0.0027367427290184,-0.012171980960445798,0.0027367427290184
2014-05-01,2,0.0031172637352909,0.007656819197478058,0.0031172637352909
2014-06-01,2,0.0278787972162315,-0.00033129197275280577,0.0278787972162315
2014-07-01,2,-0.0081504993756653,0.021711315006703855,-0.0081504993756653
2014-08-01,2,-0.0091719364293484,-0.0047252068475742105,-0.0091719364293484
2014-09-01,2,-0.0102446234217461,-0.003392405729893507,-0.0102446234217461
2014-10-01,1,0.0110774440320657,-0.011634376982210962,0.0110774440320657
2014-11-01,0,0.0,0.0044475071751301064,0.0044475071751301064
2014-12-01,1,-0.0025400750631611,0.014461423255468982,-0.0025400750631611
2015-01-01,1,0.0053269433679456,-0.002728654994797036,0.0053269433679456
2015-02-01,1,-0.0002122754778599,0.02410757630911873,-0.0002122754778599
2015-03-01,1,0.0014298145664162,-0.014436171337774794,0.0014298145664162
2015-04-01,0,0.0,0.004299241952238428,0.004299241952238428
2015-05-01,1,-0.0011979506993569,-0.009631406184132437,-0.0011979506993569
2015-06-01,1,-0.0004906420742251,-0.0012412578020112564,-0.0004906420742251
2015-07-01,1,-0.0051830345631142,-0.0033633184841959725,-0.0051830345631142
2015-08-01,1,-0.0093594199630368,-0.02002063464656547,-0.0093594199630368
2015-09-01,0,0.0,9.55250858986464e-05,9.55250858986464e-05
2015-10-01,1,0.0055126159985381,0.007414634847321837,0.0055126159985381
2015-11-01,2,-0.0211467455222796,0.008433152111536888,-0.0211467455222796
2015-12-01,1,-0.013191307057174,-0.018120146483628436,-0.013191307057174
2016-01-01,0,0.0,-0.010327326799670866,-0.010327326799670866
2016-02-01,1,0.0056389045331375,0.01708023781880245,0.0056389045331375
2016-03-01,2,0.0094954887637839,0.03639438446116696,0.0094954887637839
2016-04-01,2,0.0337933801231529,0.007034236201493434,0.0337933801231529
2016-05-01,1,0.0017757982135508,0.014080681037141158,0.0017757982135508
2016-06-01,2,0.0519830431045224,-0.009947665188543446,0.0519830431045224
2016-07-01,2,0.0114770950512162,0.03673754885605146,0.0114770950512162
2016-08-01,2,-0.0169362177068858,0.004522921079412569,-0.0169362177068858
2016-09-01,1,-0.0013597875505749,-0.009755816964518558,-0.0013597875505749
2016-10-01,2,-0.0067183303180809,-0.004459388319286345,-0.0067183303180809
2016-11-01,2,0.02635479262371,-0.008822045419795551,0.02635479262371
2016-12-01,0,0.0,-0.020165179407433807,-0.020165179407433807
2017-01-01,1,0.0048164492422377,0.0036193920350558835,0.0048164492422377
2017-02-01,1,0.0031683627264572,0.016600238866847847,0.0031683627264572
2017-03-01,1,-0.0006346067719556,0.012420645367464189,-0.0006346067719556
2017-04-01,1,0.0030551305254502,0.0038537477759314227,0.0030551305254502
2017-05-01,1,0.0032262508610432,0.004987343341975541,0.0032262508610432
2017-06-01,1,0.0016524307823779,0.009638505843012618,0.0016524307823779
2017-07-01,2,0.0091554389936745,-0.009499779974922375,0.0091554389936745
2017-08-01,2,0.0111383515216951,0.01434638207542646,0.0111383515216951
2017-09-01,2,-0.0026742843657169,0.014820856068785635,-0.0026742843657169
2017-10-01,2,0.0030835204874459,-0.005811605457146182,0.0030835204874459
2017-11-01,3,0.0211459258606765,0.00478565060930747,0.0211459258606765
2017-12-01,3,0.0249882263318874,0.007510784718406166,0.0249882263318874
2018-01-01,3,-0.0013741578761418,0.015826179473123408,-0.0013741578761418
2018-02-01,2,0.0045662006323472,-0.006469840317968172,0.0045662006323472
2018-03-01,1,-0.0036362694568905,-0.006613802733287858,-0.0036362694568905
2018-04-01,1,0.0036071343781913,0.003326336069618441,0.0036071343781913
2018-05-01,1,0.0039133959407586,-0.0037712435504689687,0.0039133959407586
2018-06-01,2,0.0107123514518761,0.0054714368528265755,0.0107123514518761
2018-07-01,2,0.009040865232269,-0.005653223141192333,0.009040865232269
2018-08-01,2,0.0203753135935294,0.002327363278845361,0.0203753135935294
2018-09-01,2,-0.0131333922492492,-0.0025205090226889117,-0.0131333922492492
2018-10-01,2,-0.0087255895320016,-0.013059579011975476,-0.0087255895320016
2018-11-01,1,-0.0114511076919687,0.006421290974926792,-0.0114511076919687
2018-12-01,1,0.0161463081409941,-0.007876136958394862,0.0161463081409941
2019-01-01,1,0.0043495084484426,0.016910408753845814,0.0043495084484426
2019-02-01,1,0.0035660614332488,0.022804201764730594,0.0035660614332488
2019-03-01,1,0.0071198795997118,0.0038033614715008175,0.0071198795997118
2019-04-01,1,-0.0033810868517115,0.00918836580453366,-0.0033810868517115
2019-05-01,1,0.0024843153945584,-0.0019867157002384037,0.0024843153945584
2019-06-01,0,0.0,0.01888797305756902,0.01888797305756902
2019-07-01,1,0.0134383734530806,0.030492284990499666,0.0134383734530806
2019-08-01,2,0.0425409883343833,-0.0010761900551676492,0.0425409883343833
2019-09-01,2,-0.0199762771452804,0.028676658476669628,-0.0199762771452804
2019-10-01,2,0.0178697075591336,-0.010171521808207708,0.0178697075591336
2019-11-01,1,-0.0129748865406168,0.013767477029096496,-0.0129748865406168
2019-12-01,1,0.0134236057384954,-0.002081033752733571,0.0134236057384954
2020-01-01,0,0.0,0.021307559431683977,0.021307559431683977
2020-02-01,0,0.0,0.014416067126559717,0.014416067126559717
2020-03-01,0,0.0,-0.03236001120327955,-0.03236001120327955
2020-04-01,0,0.0,0.012462680211319318,0.012462680211319318
2020-05-01,1,0.0525465889123409,0.03264164742709685,0.0525465889123409
2020-06-01,1,-0.0067668397352517,0.021202133162497458,-0.0067668397352517
2020-07-01,1,0.0690122998903745,0.015731162446299737,0.0690122998903745
2020-08-01,1,0.0335875422213018,0.041086692865606636,0.0335875422213018
2020-09-01,1,-0.0301411167477342,-0.0020905215318403965,-0.0301411167477342
2020-10-01,1,-0.0015459039269636,-0.005661722152171561,-0.0015459039269636
2020-11-01,3,0.0505243034293499,0.005769827538311857,0.0505243034293499
2020-12-01,1,0.0053277490115849,-0.0007709889290363183,0.0053277490115849
2021-01-01,1,0.0047279721292831,0.021901338439601754,0.0047279721292831
2021-02-01,1,0.001394444669968,-0.008196581193060996,0.001394444669968
2021-03-01,2,0.0246468135086554,-0.023487668205838183,0.0246468135086554
2021-04-01,3,-0.0049234731637342,0.01508347341443327,-0.0049234731637342
2021-05-01,3,0.0049445229857631,0.011757878436054492,0.0049445229857631
2021-06-01,2,0.0202093272221415,0.022130988474633555,0.0202093272221415
2021-07-01,2,0.0081207125494769,-0.005003144885360271,0.0081207125494769
2021-08-01,2,0.0104104013449823,0.01221049247948191,0.0104104013449823
