date,t,P,n_cycles,conf,R,ecv,quality,pattern,analogue_dir,analogue_conf,markov_dir,markov_up,comp_dir,realized,ret_next,strong
1995-01-01,324,63,8,high,0.24870747016170036,0.2706299092119864,0.1957355704903426,-1-1-1-1,-1,0.6666666666666667,-1,0.4084507042253521,1,-1,-0.002645502645502673,True
1995-02-01,325,63,8,high,0.24942360558265053,0.2706299092119864,0.196299177104478,-1-1-1-1,-1,0.6666666666666667,-1,0.4027777777777778,-1,1,0.01591511936339529,True
1995-03-01,326,63,8,high,0.24909847626567494,0.2706299092119864,0.19604329668279233,-1-1-1+2,0,,1,0.5714285714285714,-1,1,0.02088772845953013,True
1995-04-01,327,63,8,high,0.2492530563654617,0.2706299092119864,0.1961649529563194,-1-1+2+2,0,,1,0.5714285714285714,1,-1,-0.012787723785166238,True
1995-05-01,328,63,8,high,0.24856716142911828,0.2706299092119864,0.1956251459429863,-1+2+2-1,0,,-1,0.38666666666666666,-1,1,0.005181347150259086,True
1995-06-01,329,63,8,high,0.24424908675465307,0.2706299092119864,0.19222677270845165,+2+2-1+1,0,,-1,0.4935064935064935,-1,-1,-0.002577319587628857,True
1995-07-01,330,63,8,high,0.2435033633164041,0.2706299092119864,0.1916398799926085,+2-1+1-1,0,,-1,0.39473684210526316,1,-1,-0.01033591731266148,False
1995-08-01,331,63,8,high,0.24272394731967561,0.2706299092119864,0.19102647085507934,-1+1-1-1,0,,-1,0.39473684210526316,1,0,0.0,False
1995-09-01,332,63,8,high,0.24153781551497888,0.2706299092119864,0.19009297181173293,+1-1-1+1,0,,-1,0.4935064935064935,1,0,0.0,False
1995-10-01,333,63,8,high,0.24131550267815505,0.2706299092119864,0.18991800911393075,-1-1+1+1,0,,-1,0.48717948717948717,-1,1,0.007832898172323688,False
1995-11-01,334,63,8,high,0.24145850665588864,0.2706299092119864,0.1900305548494725,-1+1+1+1,0,,-1,0.48717948717948717,-1,1,0.005181347150259086,False
1995-12-01,335,63,8,high,0.24215496221476474,0.2706299092119864,0.1905786731912704,+1+1+1+1,0,,-1,0.48717948717948717,-1,1,0.028350515463917425,False
1996-01-01,336,63,8,high,0.24015773556170206,0.2706299092119864,0.1890068333985952,+1+1+1+2,0,,1,0.5686274509803921,1,1,0.012531328320801949,False
1996-02-01,337,63,8,high,0.23645538196999816,0.2706299092119864,0.1860930395669987,+1+1+2+2,0,,1,0.5686274509803921,-1,-1,-0.017326732673267342,False
1996-03-01,338,63,8,high,0.23552284670817547,0.2706299092119864,0.18535912384924183,+1+2+2-2,0,,-1,0.4222222222222222,-1,-1,-0.012594458438287104,False
1996-04-01,339,63,8,high,0.234807029018818,0.2706299092119864,0.18479576729343605,+2+2-2-1,0,,-1,0.3924050632911392,-1,1,0.0025510204081633514,False
1996-05-01,340,63,8,high,0.23113384276177062,0.2706299092119864,0.1819049284815861,+2-2-1+1,0,,1,0.5,1,-1,-0.020356234096692072,False
1996-06-01,341,63,8,high,0.23121072692182498,0.2706299092119864,0.18196543717849065,-2-1+1-2,0,,-1,0.4222222222222222,1,-1,-0.0051948051948051965,False
1996-07-01,342,63,8,high,0.23118280785990886,0.2706299092119864,0.1819434645634013,-1+1-2-1,0,,-1,0.3924050632911392,-1,1,0.010443864229765065,False
1996-08-01,343,63,8,high,0.23162482875076507,0.2706299092119864,0.18229133996571284,+1-2-1+2,0,,1,0.5660377358490566,1,-1,-0.01033591731266148,False
1996-09-01,344,63,8,high,0.23099884418970817,0.2706299092119864,0.1817986830901596,-2-1+2-2,0,,-1,0.41304347826086957,-1,-1,-0.005221932114882533,False
1996-10-01,345,63,8,high,0.23134221493617912,0.2706299092119864,0.1820689197215985,-1+2-2-1,0,,-1,0.4,-1,-1,-0.007874015748031482,False
1996-11-01,346,63,8,high,0.2312058694605843,0.2706299092119864,0.18196161430197447,+2-2-1-2,0,,-1,0.40425531914893614,1,-1,-0.023809523809523836,False
1996-12-01,347,63,8,high,0.2296981066076147,0.2706299092119864,0.18077498801367572,-2-1-2-3,0,,1,0.6363636363636364,1,-1,-0.03794037940379402,False
1997-01-01,348,63,8,high,0.23042911101950247,0.2706299092119864,0.18135029669056743,-1-2-3-3,0,,1,0.6363636363636364,1,-1,-0.025352112676056304,False
1997-02-01,349,63,8,high,0.2310267279650816,0.2706299092119864,0.1818206279343438,-2-3-3-3,0,,1,0.6363636363636364,1,1,0.014450867052023142,False
1997-03-01,350,63,8,high,0.2320740550902033,0.2706299092119864,0.18264488613693183,-3-3-3+2,0,,1,0.5555555555555556,-1,-1,-0.022792022792022748,False
1997-04-01,351,63,8,high,0.23482045275496244,0.2706299092119864,0.18480633192444867,-3-3+2-2,0,,-1,0.3877551020408163,-1,0,0.0,False
1997-05-01,352,63,8,high,0.2346130047539705,0.2706299092119864,0.18464306801928798,-3+2-2+1,0,,-1,0.4939759036144578,1,-1,-0.005830903790087438,False
1997-06-01,353,63,8,high,0.23129110369139594,0.2706299092119864,0.18202869459828552,+2-2+1-1,0,,-1,0.4024390243902439,-1,-1,-0.04692082111436946,False
1997-07-01,354,63,8,high,0.23222159815761068,0.2706299092119864,0.18276100418699323,-2+1-1-3,0,,1,0.5714285714285714,-1,-1,-0.003076923076923088,False
1997-08-01,355,63,8,high,0.2346868930047652,0.25250951044824327,0.18737334211600226,+1-1-3-1,0,,-1,0.4024390243902439,1,-1,-0.0030864197530864335,False
1997-09-01,356,63,8,high,0.234515256974135,0.25250951044824327,0.1872363084015287,-1-3-1-1,0,,-1,0.4024390243902439,1,1,0.006191950464396356,False
1997-10-01,357,63,8,high,0.23483321459431428,0.25250951044824327,0.18749016485333758,-3-1-1+1,0,,-1,0.4880952380952381,-1,-1,-0.055384615384615365,False
1997-11-01,358,63,8,high,0.23604728091665295,0.25250951044824327,0.18845947192223494,-1-1+1-3,0,,1,0.5333333333333333,-1,-1,-0.055374592833876246,False
1997-12-01,359,67,9,high,0.20689855844874705,0.2907717804433839,0.16029058086292897,-1+1-3-3,0,,1,0.5333333333333333,-1,1,0.0034482758620688614,False
1998-01-01,360,67,9,high,0.20707406440853615,0.2907717804433839,0.160426550646626,+1-3-3+1,0,,-1,0.4880952380952381,1,1,0.01718213058419238,False
1998-02-01,361,67,9,high,0.20712242827668326,0.2907717804433839,0.16046401960037898,-3-3+1+2,0,,1,0.5454545454545454,-1,-1,-0.0033783783783783994,False
1998-03-01,362,67,9,high,0.20300252923711726,0.2907717804433839,0.1572722090092373,-3+1+2-1,0,,-1,0.4,-1,1,0.04406779661016946,False
1998-04-01,363,67,9,high,0.20557274036694395,0.2907717804433839,0.15926342943159874,+1+2-1+3,0,,1,0.6875,1,-1,-0.02922077922077926,False
1998-05-01,364,67,9,high,0.2042340421355976,0.2907717804433839,0.15822629935823557,+2-1+3-2,0,,-1,0.38,1,-1,-0.02341137123745818,False
1998-06-01,365,67,9,high,0.20438157883162,0.2907717804433839,0.15834060050601223,-1+3-2-2,0,,-1,0.38,-1,1,0.006849315068493178,False
1998-07-01,366,67,9,high,0.20457319427548315,0.2907717804433839,0.15848905079503026,+3-2-2+1,0,,-1,0.4883720930232558,-1,-1,-0.03401360544217691,False
1998-08-01,367,67,9,high,0.20078034804329403,0.2907717804433839,0.15555061792126054,-2-2+1-3,0,,1,0.5294117647058824,1,1,0.01760563380281699,False
1998-09-01,368,67,9,high,0.20200140854776283,0.2907717804433839,0.15649661048398095,-2+1-3+2,0,,1,0.5357142857142857,1,1,0.02422145328719716,False
1998-10-01,369,67,9,high,0.19907946825929612,0.2907717804433839,0.15423289482739677,+1-3+2+2,0,,1,0.5357142857142857,1,-1,-0.0033783783783783994,False
1998-11-01,370,67,9,high,0.198975159733638,0.2907717804433839,0.1541520838527237,-3+2+2-1,0,,-1,0.4069767441860465,1,-1,-0.01016949152542368,False
1998-12-01,371,67,9,high,0.20222053995289202,0.2907717804433839,0.15666637822174007,+2+2-1-1,0,,-1,0.4069767441860465,1,-1,-0.017123287671232834,False
1999-01-01,372,67,9,high,0.20153407486960107,0.2907717804433839,0.15613455292644646,+2-1-1-2,0,,-1,0.38461538461538464,1,0,0.0,False
1999-02-01,373,67,9,high,0.2012274571634044,0.2907717804433839,0.15589700690100472,-1-1-2+1,0,,-1,0.4827586206896552,-1,-1,-0.010452961672473893,False
1999-03-01,374,67,9,high,0.20127273156434855,0.2907717804433839,0.15593208235092554,-1-2+1-1,0,,-1,0.40229885057471265,-1,-1,-0.007042253521126751,False
1999-04-01,375,67,9,high,0.20116026406546572,0.2588979814526512,0.15979075908386592,-2+1-1-1,-1,0.625,-1,0.3977272727272727,1,-1,-0.01773049645390068,False
1999-05-01,376,67,9,high,0.20018957014306094,0.2588979814526512,0.15901969269349434,+1-1-1-2,0,,-1,0.37735849056603776,1,-1,-0.0577617328519856,False
1999-06-01,377,67,9,high,0.19941813245348905,0.2588979814526512,0.15840690460348428,-1-1-2-3,0,,1,0.5555555555555556,-1,-1,-0.01532567049808431,False
1999-07-01,378,67,9,high,0.19971514336730622,0.2588979814526512,0.15864283389894193,-1-2-3-2,0,,-1,0.37735849056603776,-1,0,0.0,False
1999-08-01,379,67,9,high,0.20001192167622683,0.2588979814526512,0.15887857842573683,-2-3-2+1,0,,-1,0.4772727272727273,-1,1,0.04669260700389111,False
1999-09-01,380,67,9,high,0.19979863120223673,0.2588979814526512,0.15870915208847,-3-2+1+3,0,,1,0.6666666666666666,1,1,0.16356877323420083,False
1999-10-01,381,67,9,high,0.186080145730823,0.2588979814526512,0.14781193430471926,-2+1+3+3,0,,1,0.6666666666666666,-1,-1,-0.06389776357827481,False
1999-11-01,382,67,9,high,0.18554275761797867,0.2588979814526512,0.14738506245270133,+1+3+3-3,0,,1,0.5263157894736842,1,-1,-0.03412969283276446,False
1999-12-01,383,67,9,high,0.18557152839404356,0.2588979814526512,0.14740791639042208,+3+3-3-2,0,,-1,0.36363636363636365,1,1,0.0035335689045936647,False
2000-01-01,384,67,9,high,0.18381952895316978,0.2588979814526512,0.14601622344414208,+3-3-2+1,0,,-1,0.48314606741573035,-1,1,0.052816901408450745,False
2000-02-01,385,67,9,high,0.18298474992221359,0.2588979814526512,0.1453531204419489,-3-2+1+2,0,,1,0.5344827586206896,-1,-1,-0.04347826086956519,False
2000-03-01,386,67,9,high,0.1851166349601162,0.2588979814526512,0.14704657381887992,-2+1+2-2,0,,-1,0.36363636363636365,1,-1,-0.027972027972028024,False
2000-04-01,387,67,9,high,0.18498655561368738,0.2588979814526512,0.14694324586987587,+1+2-2-2,0,,-1,0.375,1,-1,-0.010791366906474864,False
2000-05-01,388,67,9,high,0.18443230131604593,0.2588979814526512,0.14650297643914575,+2-2-2-1,0,,-1,0.3888888888888889,-1,1,0.036363636363636376,False
2000-06-01,389,67,9,high,0.18534005165919631,0.2588979814526512,0.14722404387790908,-2-2-1+2,0,,1,0.5254237288135594,-1,-1,-0.010526315789473717,False
2000-07-01,390,67,9,high,0.18682498123873825,0.2588979814526512,0.14840359107031023,-2-1+2-1,0,,-1,0.3888888888888889,-1,-1,-0.028723425898991573,False
2000-08-01,391,67,9,high,0.18330336094369815,0.2588979814526512,0.14560620768664917,-1+2-1-2,0,,-1,0.3620689655172414,1,1,0.011318021805751588,False
2000-09-01,392,67,9,high,0.18067324138802876,0.2588979814526512,0.14351698394142204,+2-1-2+1,0,,-1,0.4888888888888889,-1,-1,-0.014079400348319004,False
2000-10-01,393,67,9,high,0.18096449837011763,0.2588979814526512,0.14374834262685957,-1-2+1-1,0,,-1,0.3956043956043956,1,-1,-0.03368733797663881,False
2000-11-01,394,67,9,high,0.1812155809200381,0.2588979814526512,0.1439477889311826,-2+1-1-2,-1,0.875,-1,0.3620689655172414,1,1,0.01818877764896687,False
2000-12-01,395,67,9,high,0.18221222869232623,0.2588979814526512,0.14473947164651915,+1-1-2+1,0,,-1,0.4888888888888889,1,-1,-0.0011165548824602078,False
2001-01-01,396,67,9,high,0.18220628441357112,0.2588979814526512,0.1447347498351868,-1-2+1-1,0,,-1,0.391304347826087,-1,1,0.00037260099027491833,False
2001-02-01,397,67,9,high,0.1824709118466853,0.2588979814526512,0.14494495545709812,-2+1-1+1,0,,-1,0.4835164835164835,-1,-1,-0.012290457329492521,False
2001-03-01,398,67,9,high,0.1820224209167971,0.2588979814526512,0.14458869868610016,+1-1+1-1,-1,0.7142857142857143,-1,0.3870967741935484,1,-1,-0.03619911637116102,False
2001-04-01,399,67,9,high,0.18212823534607703,0.2588979814526512,0.1446727519063284,-1+1-1-2,-1,0.6666666666666667,-1,0.38333333333333336,-1,1,0.034428746411707234,False
2001-05-01,400,67,9,high,0.17923153254124213,0.2588979814526512,0.14237176894542766,+1-1-2+2,0,,1,0.5166666666666667,-1,1,0.007564296695040884,False
2001-06-01,401,67,9,high,0.17708953507573377,0.2588979814526512,0.1406702828067044,-1-2+2+1,1,0.8571428571428571,-1,0.4731182795698925,-1,1,0.011261261519269095,False
2001-07-01,402,67,9,high,0.1773384584799481,0.2588979814526512,0.1408680140032602,-2+2+1+1,0,,-1,0.4731182795698925,1,-1,-0.007423905142212028,False
2001-08-01,403,67,9,high,0.17279960954284013,0.2588979814526512,0.13726259958209278,+2+1+1-1,0,,-1,0.3894736842105263,1,1,0.015706852292065365,False
2001-09-01,404,67,9,high,0.1735833673336009,0.2588979814526512,0.1378851740895651,+1+1-1+1,1,0.5714285714285714,-1,0.4731182795698925,1,1,0.07584685434677163,False
2001-10-01,405,67,9,high,0.1734837340864931,0.2588979814526512,0.1378060308638425,+1-1+1+3,0,,1,0.6571428571428571,-1,-1,-0.042778916761794794,False
2001-11-01,406,67,9,high,0.17262278135235165,0.2588979814526512,0.137122136897194,-1+1+3-2,0,,-1,0.39344262295081966,1,-1,-0.010010790805666248,False
2001-12-01,407,67,9,high,0.1727806766271801,0.2588979814526512,0.13724756030493215,+1+3-2-1,0,,-1,0.3958333333333333,1,1,0.007222824283440232,False
2002-01-01,408,67,9,high,0.17283826194136054,0.2588979814526512,0.1372933029425635,+3-2-1+1,0,,-1,0.4791666666666667,-1,1,0.025457175542825006,False
2002-02-01,409,67,9,high,0.17458586910701623,0.2588979814526512,0.13868150690460268,-2-1+1+2,0,,1,0.5245901639344263,-1,1,0.04195804195804187,False
2002-03-01,410,67,9,high,0.1741762528231311,0.2588979814526512,0.1383561300353726,-1+1+2+2,0,,1,0.5245901639344263,1,1,0.01744970539272228,False
2002-04-01,411,67,9,high,0.1729185487269781,0.2588979814526512,0.1373570783928386,+1+2+2+1,0,,-1,0.4791666666666667,-1,1,0.019459081988610683,False
2002-05-01,412,67,9,high,0.17079508911715346,0.2588979814526512,0.1356703177171448,+2+2+1+1,0,,-1,0.4845360824742268,-1,1,0.05693952040111405,False
2002-06-01,413,67,9,high,0.17106642407774963,0.2588979814526512,0.1358858514336125,+2+1+1+2,0,,1,0.532258064516129,-1,-1,-0.03887362024028085,False
2002-07-01,414,67,9,high,0.1705681721676876,0.2588979814526512,0.13549006724982415,+1+1+2-2,0,,-1,0.3870967741935484,1,-1,-0.031847133757961776,False
2002-08-01,415,67,9,high,0.17051083604551032,0.2588979814526512,0.1354445225567497,+1+2-2-2,0,,-1,0.3870967741935484,1,1,0.030921032554224848,False
2002-09-01,416,67,9,high,0.17065565818521877,0.2588979814526512,0.13555956137787908,+2-2-2+2,0,,1,0.5396825396825397,1,1,0.02393107895999913,False
2002-10-01,417,62,11,high,0.13566028485499537,0.32864809208340784,0.10210400004584441,-2-2+2+2,0,,1,0.53125,-1,-1,-0.00654411387802345,False
2002-11-01,418,62,11,high,0.1355814628372346,0.32864809208340784,0.10204467506865111,-2+2+2-1,0,,-1,0.4020618556701031,-1,-1,-0.0037640581411577667,False
2002-12-01,419,62,11,high,0.1362363924464559,0.32864809208340784,0.10253760439517755,+2+2-1-1,0,,-1,0.4020618556701031,-1,1,0.08973551464829299,False
2003-01-01,420,62,11,high,0.1352558732189182,0.32864809208340784,0.10179962175449186,+2-1-1+3,0,,1,0.6388888888888888,-1,1,0.07136660287161489,False
2003-02-01,421,62,11,high,0.13553571556941357,0.32864809208340784,0.1020102436280811,-1-1+3+3,0,,1,0.6388888888888888,1,-1,-0.05825236326058758,False
2003-03-01,422,62,11,high,0.13553306516411212,0.32864809208340784,0.10200824881446775,-1+3+3-3,0,,1,0.5,1,-1,-0.042669026040092706,False
2003-04-01,423,62,11,high,0.1355680993084889,0.32864809208340784,0.10203461707901088,+3+3-3-2,0,,-1,0.390625,1,1,0.023332391849734124,False
2003-05-01,424,62,11,high,0.13230687889389403,0.32864809208340784,0.09958007668262867,+3-3-2+2,0,,1,0.5303030303030303,1,1,0.06986259418321228,False
2003-06-01,425,62,11,high,0.12977931256676034,0.32864809208340784,0.0976777171773587,-3-2+2+3,0,,1,0.631578947368421,-1,-1,-0.039890727058785824,False
2003-07-01,426,62,11,high,0.13046002466698658,0.32864809208340784,0.09819005156016644,-2+2+3-2,0,,-1,0.390625,1,-1,-0.01508249255840921,False
2003-08-01,427,62,11,high,0.13032394731614727,0.32864809208340784,0.09808763365760058,+2+3-2-1,0,,-1,0.40404040404040403,1,1,0.078301085309459,False
2003-09-01,428,62,11,high,0.1304799771316565,0.32864809208340784,0.09820506867778306,+3-2-1+3,0,,1,0.631578947368421,-1,1,0.029742698882281093,False
2003-10-01,429,62,11,high,0.13492930900190347,0.32864809208340784,0.10155383491374712,-2-1+3+2,0,,1,0.5373134328358209,1,-1,-0.018995545211678122,False
2003-11-01,430,62,11,high,0.13534536518433415,0.32864809208340784,0.10186697741168145,-1+3+2-1,0,,-1,0.40404040404040403,-1,1,0.0681697936526029,False
2003-12-01,431,62,11,high,0.13536140801862273,0.32864809208340784,0.10187905196654978,+3+2-1+3,0,,1,0.6153846153846154,-1,1,0.05388622059017201,False
2004-01-01,432,62,11,high,0.1376575821803575,0.32864809208340784,0.10360725537527499,+2-1+3+2,0,,1,0.5373134328358209,1,-1,-0.060556036896931675,False
2004-02-01,433,62,11,high,0.1371701493486166,0.32864809208340784,0.10324039161756124,-1+3+2-3,0,,-1,0.47619047619047616,1,1,0.0015048296151689566,False
2004-03-01,434,62,11,high,0.13671992042773284,0.32864809208340784,0.10290152918772268,+3+2-3+1,0,,-1,0.494949494949495,-1,1,0.0713749082676578,False
2004-04-01,435,62,11,high,0.13640537450423507,0.32864809208340784,0.10266478785239698,+2-3+1+3,0,,1,0.6341463414634146,1,-1,-0.09537164319114855,False
2004-05-01,436,62,11,high,0.13403777473095013,0.32864809208340784,0.10088282633271994,-3+1+3-3,0,,-1,0.47619047619047616,1,1,0.01963825866541513,False
2004-06-01,437,62,11,high,0.13229149660133865,0.32864809208340784,0.09956849928102246,+1+3-3+1,0,,-1,0.494949494949495,-1,1,0.00354788108167714,False
2004-07-01,438,62,11,high,0.131999493977906,0.32864809208340784,0.09934872504195004,+3-3+1+1,0,,1,0.5,-1,-1,-0.01085855503274924,False
2004-08-01,439,62,11,high,0.13325400219409222,0.32864809208340784,0.10029292405420999,-3+1+1-1,0,,-1,0.4158415841584158,1,1,0.04365579538685149,False
2004-09-01,440,62,11,high,0.13073182464684474,0.32864809208340784,0.09839462038578524,+1+1-1+2,0,,1,0.5217391304347826,1,1,0.026174198939678428,False
2004-10-01,441,62,11,high,0.1303610846303529,0.32864809208340784,0.09811558486185618,+1-1+2+2,0,,1,0.5217391304347826,-1,1,0.01859353466738667,False
2004-11-01,442,62,11,high,0.13021194238856693,0.32864809208340784,0.09800333373781918,-1+2+2+1,0,,1,0.5,1,1,0.06248540362694266,False
2004-12-01,443,62,11,high,0.1299354116523066,0.32864809208340784,0.0977952043332703,+2+2+1+2,0,,1,0.5217391304347826,-1,-1,-0.055726845358961885,False
2005-01-01,444,62,11,high,0.12685091223148648,0.32864809208340784,0.0954736720635905,+2+1+2-2,0,,-1,0.3939393939393939,-1,-1,-0.018427861416172475,False
2005-02-01,445,62,11,high,0.1270958148069804,0.32864809208340784,0.09565799669925072,+1+2-2-1,0,,-1,0.4215686274509804,1,1,0.02875476819041367,False
2005-03-01,446,62,11,high,0.12718263524641793,0.32864809208340784,0.09572334164646047,+2-2-1+2,0,,1,0.5352112676056338,1,-1,-0.01617001639799942,False
2005-04-01,447,62,11,high,0.1295221769979974,0.32864809208340784,0.09748418544363999,-2-1+2-1,0,,-1,0.4215686274509804,-1,1,0.008452702876512896,False
2005-05-01,448,62,11,high,0.12872250095081783,0.32864809208340784,0.09688231347171278,-1+2-1+1,0,,1,0.5048543689320388,1,-1,-0.03306172807224983,False
2005-06-01,449,62,11,high,0.12864677801521462,0.32864809208340784,0.09682532100240929,+2-1+1-2,0,,-1,0.3880597014925373,1,1,0.030098724698810697,False
2005-07-01,450,62,11,high,0.12882704515010523,0.32864809208340784,0.09696099811357568,-1+1-2+2,0,,1,0.5205479452054794,-1,1,0.009583932259249694,False
2005-08-01,451,62,11,high,0.12853676606291198,0.32864809208340784,0.09674252108499087,+1-2+2+1,0,,1,0.5048543689320388,-1,1,0.02407963427519033,False
2005-09-01,452,62,11,high,0.12852909841834192,0.32864809208340784,0.09673675007262444,-2+2+1+2,0,,1,0.5205479452054794,1,1,0.05380967435542239,False
2005-10-01,453,62,11,high,0.12865063487937556,0.32864809208340784,0.09682822385093925,+2+1+2+2,0,,1,0.5205479452054794,1,-1,-0.015661914213589756,False
2005-11-01,454,62,11,high,0.12900939375120835,0.32864809208340784,0.09709824182934182,+1+2+2-1,0,,-1,0.4326923076923077,-1,1,0.09524850342138791,False
2005-12-01,455,62,11,high,0.1289319380201006,0.32864809208340784,0.0970399451806135,+2+2-1+3,0,,1,0.6190476190476191,-1,1,0.05611942727767416,False
2006-01-01,456,62,11,high,0.12715146846011094,0.32864809208340784,0.09569988412863262,+2-1+3+2,0,,1,0.5333333333333333,1,1,0.07292257644029232,False
2006-02-01,457,62,11,high,0.12823249383264002,0.32864809208340784,0.09651351219084883,-1+3+2+3,0,,1,0.6190476190476191,-1,-1,-0.010361826766926985,False
2006-03-01,458,62,11,high,0.12614197236550906,0.32864809208340784,0.09494009220132181,+3+2+3-1,0,,-1,0.4380952380952381,1,1,0.045962776245008774,False
2006-04-01,459,62,11,high,0.12414175368529135,0.32864809208340784,0.09343463812952073,+2+3-1+2,0,,1,0.5263157894736842,1,1,0.11554118216000653,False
2006-05-01,460,62,11,high,0.12165793393668889,0.32864809208340784,0.09156520425654714,+3-1+2+3,0,,1,0.627906976744186,-1,-1,-0.04547532230275664,False
2006-06-01,461,62,11,high,0.12276672337749894,0.32864809208340784,0.09239972879876163,-1+2+3-2,0,,-1,0.39705882352941174,1,-1,-0.000477992040532893,False
2006-07-01,462,62,11,high,0.12293441715010167,0.32864809208340784,0.09252594263491727,+2+3-2-1,0,,-1,0.44339622641509435,-1,1,0.03028853876890336,False
2006-08-01,463,62,11,high,0.12303141168080522,0.32864809208340784,0.09259894505841938,+3-2-1+2,0,,1,0.5384615384615384,1,-1,-0.033885136612321176,False
2006-09-01,464,62,11,high,0.123731618817154,0.32864809208340784,0.09312595227765288,-2-1+2-2,0,,-1,0.39705882352941174,-1,-1,-0.04276106848664296,False
2006-10-01,465,62,11,high,0.12471678586382062,0.32864809208340784,0.09386743307496606,-1+2-2-2,0,,-1,0.391304347826087,1,1,0.031621152740347824,False
2006-11-01,466,62,11,high,0.12470808617542095,0.32864809208340784,0.09386088530023812,+2-2-2+2,0,,1,0.5384615384615384,1,1,0.045572555520118296,False
2006-12-01,467,62,11,high,0.12340220190503359,0.32864809208340784,0.09287801837093733,-2-2+2+2,0,,1,0.5316455696202531,-1,-1,-0.014735535629165297,False
2007-01-01,468,62,11,high,0.12368890707442404,0.32864809208340784,0.0930938055090808,-2+2+2-1,0,,-1,0.4485981308411215,-1,1,0.03494964071221651,False
2007-02-01,469,62,11,high,0.12505440618457586,0.32864809208340784,0.09412154123405417,+2+2-1+2,0,,1,0.5316455696202531,1,1,0.007453549128285442,False
2007-03-01,470,62,11,high,0.124720721438622,0.32864809208340784,0.09387039516464565,+2-1+2+1,0,,1,0.5047619047619047,1,1,0.005133662202520428,False
2007-04-01,471,62,11,high,0.12501033452071852,0.32864809208340784,0.0940883709279965,-1+2+1+1,1,0.5714285714285714,1,0.5047619047619047,-1,1,0.013068968074955611,False
2007-05-01,472,62,11,high,0.12535470759138545,0.32864809208340784,0.09434756150879726,+2+1+1+1,0,,1,0.5047619047619047,-1,-1,-0.004744976410419821,False
2007-06-01,473,62,11,high,0.12412674006428948,0.32864809208340784,0.09342333820662066,+1+1+1-1,0,,-1,0.4537037037037037,1,-1,-0.021901090494165554,False
2007-07-01,474,62,11,high,0.12407522085182854,0.3238096141229763,0.09372587986077466,+1+1-1-2,0,,-1,0.39436619718309857,-1,1,0.010814890458396897,False
2007-08-01,475,62,11,high,0.12405239636251064,0.3238096141229763,0.09370863834124316,+1-1-2+1,-1,0.75,1,0.514018691588785,1,1,0.028481050496384386,False
2007-09-01,476,62,11,high,0.12401877671959949,0.3238096141229763,0.09368324220984142,-1-2+1+2,0,,1,0.5365853658536586,-1,1,0.09479855268429493,False
2007-10-01,477,62,11,high,0.1241421736763807,0.3238096141229763,0.09377645573198595,-2+1+2+3,0,,1,0.6,1,1,0.058217343802648536,False
2007-11-01,478,62,11,high,0.12451448350307781,0.3238096141229763,0.09405769694879323,+1+2+3+2,0,,1,0.5365853658536586,1,-1,-0.0030353160199952933,False
2007-12-01,479,62,11,high,0.12421467708651956,0.3238096141229763,0.09383122449130404,+2+3+2-1,0,,-1,0.44954128440366975,-1,1,0.08714957918415434,False
2008-01-01,480,62,11,high,0.1239369622871761,0.3238096141229763,0.09362143994496092,+3+2-1+3,0,,1,0.6,-1,1,0.06032673536409705,False
2008-02-01,481,62,11,high,0.12128398461982504,0.3238096141229763,0.09161739220346701,+2-1+3+2,0,,1,0.5421686746987951,1,1,0.08011443470343282,False
2008-03-01,482,62,11,high,0.12015240661227367,0.3238096141229763,0.09076260311938784,-1+3+2+3,0,,1,0.6086956521739131,-1,-1,-0.10045845704119971,False
2008-04-01,483,62,11,high,0.11964899215335356,0.3238096141229763,0.09038232603607506,+3+2+3-3,0,,1,0.5217391304347826,-1,-1,-0.03850945640483372,False
2008-05-01,484,62,11,high,0.11923026754204746,0.3238096141229763,0.09006602329371773,+2+3-3-2,0,,-1,0.4027777777777778,1,1,0.0518317808158506,False
2008-06-01,485,62,11,high,0.11881263166370848,0.3238096141229763,0.08975054297548808,+3-3-2+2,0,,1,0.5411764705882353,1,1,0.05554930477069475,False
2008-07-01,486,62,11,high,0.11915370980142681,0.3238096141229763,0.09000819191086336,-3-2+2+2,0,,1,0.5411764705882353,1,-1,-0.035543766578249314,False
2008-08-01,487,62,11,high,0.11974807570524248,0.3238096141229763,0.09045717331836692,-2+2+2-2,0,,-1,0.4027777777777778,-1,-1,-0.11441144114411439,False
2008-09-01,488,62,11,high,0.120626640109887,0.3238096141229763,0.0911208370319943,+2+2-2-3,0,,1,0.5,1,1,0.09403728224475927,False
2008-10-01,489,62,11,high,0.12009959228915212,0.3238096141229763,0.0907227074103991,+2-2-3+3,0,,1,0.6041666666666666,1,-1,-0.17633698835065015,False
2008-11-01,490,62,11,high,0.12142475148385823,0.3238096141229763,0.09172372687767652,-2-3+3-3,0,,1,0.5,-1,1,0.06782457887510551,False
2008-12-01,491,62,11,high,0.11630624762539521,0.3238096141229763,0.0878572314210364,-3+3-3+2,0,,1,0.5402298850574713,1,1,0.13452106311804402,False
2009-01-01,492,62,11,high,0.11834419714936983,0.3238096141229763,0.08939668958951688,+3-3+2+3,0,,1,0.6041666666666666,1,1,0.03174786618298775,False
2009-02-01,493,62,11,high,0.11786290737905991,0.3238096141229763,0.08903312539933779,-3+2+3+1,0,,1,0.5137614678899083,-1,1,0.03562367636275443,False
