Date,nxt,y,rd,rd_c,od,od_c,sc,sc_c
2018-04-01,1.0,1.0,1.0,0.6808510638297872,,,1.0,0.7777777777777778
2018-05-01,1.0,1.0,1.0,0.6842105263157895,,,1.0,0.7857142857142857
2018-06-01,1.0,1.0,1.0,0.6875,1.0,0.75,1.0,0.5876288659793815
2018-07-01,1.0,1.0,1.0,0.6907216494845361,,,1.0,0.6363636363636364
2018-08-01,1.0,1.0,1.0,0.6938775510204082,1.0,0.6666666666666666,1.0,0.6852589641434262
2018-09-01,-1.0,-1.0,1.0,0.696969696969697,1.0,1.0,1.0,0.7010309278350515
2018-10-01,-1.0,-1.0,1.0,0.69,,,-1.0,0.2916666666666667
2018-11-01,-1.0,-1.0,1.0,0.6831683168316832,,,-1.0,0.2916666666666667
2018-12-01,1.0,1.0,1.0,0.5555555555555556,-1.0,0.2,-1.0,0.4444444444444444
2019-01-01,1.0,1.0,1.0,0.5789473684210527,,,1.0,0.5
2019-02-01,1.0,1.0,1.0,0.8333333333333334,,,1.0,0.6666666666666666
2019-03-01,1.0,1.0,1.0,0.8571428571428571,,,1.0,0.72
2019-04-01,-1.0,-1.0,1.0,0.6764705882352942,,,1.0,0.625
2019-05-01,1.0,1.0,1.0,0.6699029126213593,,,-1.0,0.4787234042553192
2019-06-01,1.0,1.0,1.0,0.65,,,1.0,0.6631578947368421
2019-07-01,-1.0,-1.0,1.0,0.6666666666666666,,,1.0,0.6470588235294118
2019-08-01,1.0,1.0,1.0,0.6730769230769231,,,1.0,0.5181818181818182
2019-09-01,-1.0,-1.0,1.0,0.6761904761904762,,,1.0,0.6944444444444444
2019-10-01,1.0,1.0,1.0,0.6698113207547169,,,-1.0,0.3333333333333333
2019-11-01,1.0,1.0,1.0,0.6363636363636364,,,1.0,1.0
2019-12-01,1.0,1.0,1.0,0.6521739130434783,,,1.0,0.5555555555555556
2020-01-01,-1.0,-1.0,1.0,0.6666666666666666,,,1.0,0.6176470588235294
2020-02-01,-1.0,-1.0,1.0,0.64,-1.0,0.3333333333333333,1.0,0.5
2020-03-01,1.0,1.0,-1.0,0.5757575757575758,,,-1.0,0.0
2020-04-01,1.0,1.0,-1.0,0.5588235294117647,,,,
2020-05-01,1.0,1.0,-1.0,0.5428571428571428,,,1.0,0.75
2020-06-01,1.0,1.0,1.0,0.4444444444444444,,,1.0,0.75
2020-07-01,1.0,1.0,1.0,0.47368421052631576,1.0,1.0,1.0,0.6296296296296297
2020-08-01,-1.0,-1.0,1.0,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666
2020-09-01,1.0,1.0,1.0,0.5714285714285714,-1.0,0.25,-1.0,0.3333333333333333
2020-10-01,1.0,1.0,1.0,0.625,,,-1.0,0.3333333333333333
2020-11-01,1.0,1.0,1.0,0.6097560975609756,,,1.0,0.6219512195121951
2020-12-01,1.0,1.0,1.0,0.6190476190476191,,,1.0,0.6386138613861386
2021-01-01,1.0,1.0,1.0,0.627906976744186,-1.0,0.25,1.0,0.6793893129770993
2021-02-01,1.0,1.0,1.0,0.6363636363636364,1.0,0.6666666666666666,1.0,0.707641196013289
2021-03-01,1.0,1.0,1.0,0.75,,,1.0,0.7112676056338029
2021-04-01,1.0,1.0,1.0,0.7586206896551724,,,1.0,0.7666666666666667
2021-05-01,1.0,1.0,1.0,0.7666666666666667,,,1.0,0.7575757575757576
2021-06-01,1.0,1.0,1.0,0.7741935483870968,,,1.0,0.5833333333333334
2021-07-01,1.0,1.0,1.0,0.78125,,,1.0,0.7237569060773481
2021-08-01,-1.0,-1.0,1.0,0.7878787878787878,1.0,1.0,1.0,0.6923076923076923
2021-09-01,1.0,1.0,1.0,0.7647058823529411,,,1.0,0.5686274509803921
2021-10-01,1.0,1.0,1.0,0.6,,,1.0,0.625
2021-11-01,1.0,1.0,1.0,0.8333333333333334,,,-1.0,0.2
2021-12-01,-1.0,-1.0,1.0,0.6078431372549019,,,,
2022-01-01,-1.0,-1.0,1.0,0.6728971962616822,,,1.0,0.5625
2022-02-01,-1.0,-1.0,1.0,0.875,,,-1.0,0.36363636363636365
2022-03-01,1.0,1.0,1.0,0.6,,,1.0,0.5185185185185185
2022-04-01,-1.0,-1.0,1.0,0.6190476190476191,,,1.0,0.8421052631578947
2022-05-01,-1.0,-1.0,1.0,0.5909090909090909,,,,
2022-06-01,1.0,1.0,1.0,0.5652173913043478,,,1.0,0.5
2022-07-01,1.0,1.0,1.0,0.5833333333333334,,,1.0,0.75
2022-08-01,-1.0,-1.0,1.0,0.6,,,1.0,0.5
2022-09-01,-1.0,-1.0,1.0,0.5769230769230769,,,,
2022-10-01,1.0,1.0,1.0,0.5555555555555556,,,,
2022-11-01,-1.0,-1.0,1.0,0.5714285714285714,,,1.0,0.6666666666666666
2022-12-01,1.0,1.0,1.0,0.6666666666666666,,,-1.0,0.42857142857142855
2023-01-01,1.0,1.0,1.0,0.6697247706422018,,,1.0,0.8823529411764706
2023-02-01,-1.0,-1.0,1.0,0.7777777777777778,1.0,0.75,1.0,0.5348837209302325
2023-03-01,1.0,1.0,1.0,0.6727272727272727,,,-1.0,0.48514851485148514
2023-04-01,1.0,1.0,1.0,0.6153846153846154,,,1.0,0.6635514018691588
2023-05-01,1.0,1.0,1.0,0.6756756756756757,,,-1.0,0.38095238095238093
2023-06-01,1.0,1.0,1.0,0.6296296296296297,,,1.0,0.68
2023-07-01,-1.0,-1.0,1.0,0.6444444444444445,1.0,0.6666666666666666,-1.0,0.475
2023-08-01,-1.0,-1.0,1.0,0.6785714285714286,,,1.0,0.5445544554455446
2023-09-01,-1.0,-1.0,1.0,0.6428571428571429,,,1.0,0.5157894736842106
2023-10-01,1.0,1.0,1.0,0.672566371681416,,,1.0,0.5512820512820513
2023-11-01,1.0,1.0,1.0,0.6754385964912281,,,1.0,0.5595238095238095
2023-12-01,1.0,1.0,1.0,0.6782608695652174,1.0,1.0,1.0,0.6106194690265486
2024-01-01,1.0,1.0,1.0,0.6810344827586207,1.0,0.6666666666666666,1.0,0.62882096069869
2024-02-01,1.0,1.0,1.0,0.6304347826086957,1.0,0.5,1.0,0.6808510638297872
2024-03-01,-1.0,-1.0,1.0,0.6382978723404256,,,1.0,0.6993670886075949
2024-04-01,1.0,1.0,1.0,0.625,1.0,0.6666666666666666,-1.0,0.4866666666666667
2024-05-01,1.0,1.0,1.0,0.6326530612244898,,,1.0,0.6521739130434783
2024-06-01,1.0,1.0,1.0,0.64,1.0,0.6666666666666666,1.0,0.6183206106870229
2024-07-01,-1.0,-1.0,1.0,0.6470588235294118,-1.0,0.25,1.0,0.625
2024-08-01,1.0,1.0,1.0,0.6837606837606838,-1.0,0.25,-1.0,0.475177304964539
2024-09-01,1.0,1.0,1.0,0.6864406779661016,,,1.0,0.6638655462184874
2024-10-01,1.0,1.0,1.0,0.6346153846153846,1.0,0.75,1.0,0.6268656716417911
2024-11-01,1.0,1.0,1.0,0.6415094339622641,-1.0,0.25,1.0,0.625
2024-12-01,-1.0,-1.0,1.0,0.6481481481481481,1.0,1.0,1.0,0.7084870848708487
2025-01-01,1.0,1.0,1.0,0.6890756302521008,-1.0,0.0,1.0,0.6037735849056604
2025-02-01,-1.0,-1.0,1.0,0.6206896551724138,1.0,1.0,1.0,0.8604651162790697
2025-03-01,-1.0,-1.0,1.0,0.6916666666666667,,,1.0,0.6666666666666666
2025-04-01,1.0,1.0,1.0,0.5517241379310345,,,1.0,0.5
2025-05-01,1.0,1.0,1.0,0.7,,,,
2025-06-01,1.0,1.0,1.0,0.6859504132231405,1.0,0.5,1.0,0.75
2025-07-01,1.0,1.0,1.0,0.6885245901639344,1.0,0.5,1.0,0.5789473684210527
2025-08-01,1.0,1.0,1.0,0.6910569105691057,,,1.0,0.689119170984456
2025-09-01,1.0,1.0,1.0,0.6363636363636364,,,1.0,0.6750902527075813
2025-10-01,1.0,1.0,1.0,0.6428571428571429,,,1.0,0.684375
2025-11-01,1.0,1.0,1.0,0.6491228070175439,,,1.0,0.5961538461538461
2025-12-01,1.0,1.0,1.0,0.6551724137931034,1.0,0.6666666666666666,1.0,0.6190476190476191
2026-01-01,-1.0,-1.0,1.0,0.6,,,-1.0,0.4222222222222222
2026-02-01,-1.0,-1.0,1.0,0.6935483870967742,,,1.0,0.5277777777777778
2026-03-01,1.0,1.0,1.0,0.688,,,1.0,0.5405405405405406
2026-04-01,1.0,1.0,,,,,1.0,0.725
2026-05-01,1.0,1.0,,,,,1.0,0.7777777777777778
2026-06-01,1.0,1.0,,,,,-1.0,0.25
2026-07-01,1.0,1.0,,,1.0,1.0,,
